 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,441.500,275.500,2.828,1.128,1.128,0.000,1.414,441,275,135.000,1.000
2,1,1041.500,498.500,2.828,1.128,1.128,0.000,1.414,1041,498,135.000,1.000
3,2,101.000,84.500,4.243,2.257,1.128,0.000,2.236,100,84,153.435,1.000
4,2,788.000,293.000,5.657,2.596,0.981,135.000,2.828,787,292,135.000,1.414
5,3,202.167,206.833,5.657,2.365,1.615,135.000,2.828,201,206,135.000,2.000
6,3,594.833,484.167,5.657,2.365,1.615,135.000,2.828,594,483,135.000,2.000
7,3,771.500,778.500,6.828,3.385,1.128,90.000,3.162,771,777,108.435,1.000
8,4,610.000,146.000,5.657,2.257,2.257,0.000,2.828,609,145,135.000,2.000
9,4,219.500,189.750,7.071,2.734,1.863,0.000,3.162,218,189,161.565,2.000
10,4,672.500,395.750,7.071,2.734,1.863,0.000,3.162,671,395,161.565,2.000
11,4,450.000,622.000,5.657,2.257,2.257,0.000,2.828,449,621,135.000,2.000
12,4,754.000,912.000,5.657,2.257,2.257,0.000,2.828,753,911,135.000,2.000
13,5,234.700,64.900,7.657,3.144,2.025,161.565,3.606,233,64,146.310,2.000
14,5,190.100,188.700,7.657,3.144,2.025,71.565,3.606,189,190,56.310,2.000
15,5,766.700,475.900,7.657,3.144,2.025,161.565,3.606,765,475,146.310,2.000
16,5,996.900,663.300,7.657,3.144,2.025,71.565,3.606,996,665,56.310,2.000
17,6,956.000,636.500,7.657,3.385,2.257,90.000,3.606,955,635,123.690,2.000
18,7,676.214,176.500,8.485,3.086,2.888,90.000,3.606,675,175,123.690,3.000
19,7,160.214,229.500,8.485,3.086,2.888,90.000,3.606,159,228,123.690,3.000
20,8,1034.375,93.625,9.071,3.538,2.879,135.000,4.243,1033,92,135.000,3.000
21,8,1262.500,470.000,10.485,3.489,2.919,90.000,4.123,1262,468,104.036,3.000
22,8,1298.000,610.500,9.899,3.489,2.919,0.000,4.123,1296,610,165.964,3.000
23,9,275.833,84.389,9.899,3.919,2.924,159.699,4.472,274,83,153.435,3.000
24,9,645.500,331.500,9.657,3.385,3.385,0.000,4.243,644,330,135.000,3.000
25,10,662.500,123.300,11.071,3.966,3.210,90.000,4.472,662,121,116.565,3.000
26,10,190.000,595.000,11.314,4.093,3.111,108.435,4.472,189,593,116.565,3.578
27,11,230.591,439.864,11.071,4.384,3.195,105.071,5.000,229,438,126.870,3.000
28,11,183.682,535.045,11.314,4.507,3.107,131.028,5.000,182,533,126.870,3.536
29,11,461.682,853.045,11.314,4.507,3.107,131.028,5.000,460,851,126.870,3.536
30,12,740.417,171.833,12.485,4.314,3.542,124.722,5.000,739,170,126.870,4.000
31,12,533.417,807.833,12.485,4.314,3.542,124.722,5.000,532,806,126.870,4.000
32,13,156.115,251.115,11.899,4.380,3.779,135.000,5.000,155,249,126.870,4.000
33,13,1053.885,306.115,11.899,4.380,3.779,45.000,5.000,1052,308,36.870,4.000
34,13,1366.654,382.962,13.314,4.603,3.596,15.381,5.385,1364,382,158.199,4.000
35,13,310.115,558.885,11.899,4.380,3.779,45.000,5.000,308,560,36.870,4.000
36,13,592.885,797.885,11.899,4.380,3.779,135.000,5.000,591,796,126.870,4.000
37,14,653.786,932.000,12.485,4.264,4.181,90.000,5.000,652,930,126.870,4.000
38,15,518.700,21.700,14.142,4.769,4.004,135.000,5.385,518,19,111.801,4.243
39,15,314.900,698.433,13.314,4.973,3.841,80.538,5.385,314,696,111.801,4.000
40,16,781.375,739.188,14.728,4.683,4.350,119.233,5.385,780,737,111.801,4.919
41,16,584.250,776.938,13.899,5.015,4.062,152.010,5.831,582,775,149.036,4.000
