 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,1039.500,539.500,2.828,1.128,1.128,0.000,1.414,1039,539,135.000,1.000
2,1,95.500,668.500,2.828,1.128,1.128,0.000,1.414,95,668,135.000,1.000
3,1,461.500,966.500,2.828,1.128,1.128,0.000,1.414,461,966,135.000,1.000
4,2,322.500,395.000,4.828,2.257,1.128,90.000,2.236,322,394,116.565,1.000
5,2,707.000,833.500,4.243,2.257,1.128,0.000,2.236,706,833,153.435,1.000
6,4,653.000,240.000,5.657,2.257,2.257,0.000,2.828,652,239,135.000,2.000
7,5,1086.100,482.300,7.657,3.144,2.025,108.435,3.606,1085,481,123.690,2.000
8,5,1095.300,917.900,7.071,3.144,2.025,18.435,3.606,1094,919,33.690,2.000
9,6,472.667,42.333,8.485,3.140,2.433,45.000,3.606,471,43,33.690,2.828
10,6,300.500,177.000,7.657,3.385,2.257,0.000,3.606,299,176,146.310,2.000
11,6,1090.500,488.000,7.657,3.385,2.257,0.000,3.606,1089,487,146.310,2.000
12,7,218.500,31.214,9.071,3.086,2.888,0.000,3.606,217,30,123.690,3.000
13,7,1023.500,231.214,9.071,3.086,2.888,0.000,3.606,1022,230,123.690,3.000
14,7,788.500,585.214,9.071,3.086,2.888,0.000,3.606,787,584,123.690,3.000
15,9,1097.167,503.500,12.485,4.488,2.553,76.717,5.385,1096,506,68.199,3.000
16,9,1316.833,936.611,9.899,3.919,2.924,20.301,4.472,1315,938,26.565,3.000
17,9,728.500,983.500,9.657,3.385,3.385,0.000,4.243,727,982,135.000,3.000
18,10,1064.000,366.500,10.485,4.444,2.865,153.435,5.000,1062,365,143.130,3.000
19,10,1006.300,604.500,11.071,3.966,3.210,0.000,4.472,1004,604,153.435,3.000
20,10,799.500,707.300,11.071,3.966,3.210,90.000,4.472,799,705,116.565,3.000
21,11,229.955,864.682,11.899,4.507,3.107,41.028,5.000,228,866,36.870,3.536
22,11,522.409,959.864,11.071,4.384,3.195,74.929,5.000,521,962,53.130,3.000
23,12,261.000,6.000,11.314,3.909,3.909,0.000,4.472,260,4,116.565,4.000
24,12,652.000,57.000,11.314,3.909,3.909,0.000,4.472,651,55,116.565,4.000
25,12,177.000,318.000,11.314,3.909,3.909,0.000,4.472,176,316,116.565,4.000
26,12,1109.000,505.000,11.314,3.909,3.909,0.000,4.472,1108,503,116.565,4.000
27,12,726.000,775.000,11.314,3.909,3.909,0.000,4.472,725,773,116.565,4.000
28,12,117.750,953.083,11.899,4.424,3.453,57.933,5.000,116,955,36.870,4.000
29,13,19.346,21.038,12.485,4.359,3.797,76.224,5.000,18,19,126.870,4.000
30,13,473.962,27.654,12.485,4.359,3.797,13.776,5.000,472,26,143.130,4.000
31,13,462.346,514.038,12.485,4.359,3.797,76.224,5.000,461,512,126.870,4.000
32,13,684.500,794.500,12.485,5.359,3.089,104.872,5.831,683,792,120.964,3.000
33,15,420.633,38.700,13.899,5.243,3.643,9.899,5.831,418,40,30.964,4.000
34,15,1130.700,143.633,13.899,5.243,3.643,80.101,5.831,1129,146,59.036,4.000
35,16,281.500,805.000,13.314,4.963,4.105,0.000,5.385,279,804,158.199,4.000
36,17,209.971,645.735,15.314,5.769,3.752,48.696,6.403,207,647,38.660,4.243
37,17,1071.382,892.088,13.899,5.229,4.140,15.172,5.831,1069,894,30.964,4.000
38,18,1200.222,810.111,15.314,5.698,4.022,12.236,6.325,1197,811,18.435,4.000
39,19,1354.500,689.500,15.314,6.374,3.796,45.000,7.071,1352,692,45.000,4.243
40,20,723.800,509.400,15.899,5.446,4.675,69.090,6.403,722,512,51.340,5.000
41,20,1315.500,791.250,16.728,5.582,4.562,90.000,6.325,1315,788,108.435,5.000
42,20,832.750,937.100,16.142,6.678,3.814,53.107,7.211,831,940,56.310,4.243
43,21,103.262,892.643,16.728,6.084,4.395,28.619,6.708,100,894,26.565,4.919
44,22,801.182,11.818,16.728,6.259,4.475,75.280,6.708,800,15,63.435,5.000
45,22,1272.000,138.227,16.142,5.741,4.879,0.000,6.325,1269,137,161.565,5.000
