 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,171.500,66.500,2.828,1.128,1.128,0.000,1.414,171,66,135.000,1.000
2,1,1012.500,69.500,2.828,1.128,1.128,0.000,1.414,1012,69,135.000,1.000
3,1,553.500,105.500,2.828,1.128,1.128,0.000,1.414,553,105,135.000,1.000
4,1,969.500,126.500,2.828,1.128,1.128,0.000,1.414,969,126,135.000,1.000
5,1,1337.500,132.500,2.828,1.128,1.128,0.000,1.414,1337,132,135.000,1.000
6,1,1375.500,237.500,2.828,1.128,1.128,0.000,1.414,1375,237,135.000,1.000
7,1,386.500,263.500,2.828,1.128,1.128,0.000,1.414,386,263,135.000,1.000
8,1,1258.500,268.500,2.828,1.128,1.128,0.000,1.414,1258,268,135.000,1.000
9,1,1388.500,355.500,2.828,1.128,1.128,0.000,1.414,1388,355,135.000,1.000
10,1,516.500,385.500,2.828,1.128,1.128,0.000,1.414,516,385,135.000,1.000
11,1,488.500,405.500,2.828,1.128,1.128,0.000,1.414,488,405,135.000,1.000
12,1,650.500,433.500,2.828,1.128,1.128,0.000,1.414,650,433,135.000,1.000
13,1,1275.500,454.500,2.828,1.128,1.128,0.000,1.414,1275,454,135.000,1.000
14,1,682.500,469.500,2.828,1.128,1.128,0.000,1.414,682,469,135.000,1.000
15,1,1041.500,593.500,2.828,1.128,1.128,0.000,1.414,1041,593,135.000,1.000
16,1,1269.500,602.500,2.828,1.128,1.128,0.000,1.414,1269,602,135.000,1.000
17,1,908.500,883.500,2.828,1.128,1.128,0.000,1.414,908,883,135.000,1.000
18,1,1363.500,900.500,2.828,1.128,1.128,0.000,1.414,1363,900,135.000,1.000
19,1,750.500,943.500,2.828,1.128,1.128,0.000,1.414,750,943,135.000,1.000
20,1,1314.500,943.500,2.828,1.128,1.128,0.000,1.414,1314,943,135.000,1.000
21,1,1250.500,966.500,2.828,1.128,1.128,0.000,1.414,1250,966,135.000,1.000
22,2,349.000,107.500,4.243,2.257,1.128,0.000,2.236,348,107,153.435,1.000
23,2,985.500,112.000,4.828,2.257,1.128,90.000,2.236,985,111,116.565,1.000
24,2,446.000,183.500,4.243,2.257,1.128,0.000,2.236,445,183,153.435,1.000
25,2,585.500,263.000,4.828,2.257,1.128,90.000,2.236,585,262,116.565,1.000
