 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,479.500,19.500,2.828,1.128,1.128,0.000,1.414,479,19,135.000,1.000
2,1,643.500,253.500,2.828,1.128,1.128,0.000,1.414,643,253,135.000,1.000
3,1,517.500,275.500,2.828,1.128,1.128,0.000,1.414,517,275,135.000,1.000
4,1,1226.500,354.500,2.828,1.128,1.128,0.000,1.414,1226,354,135.000,1.000
5,1,32.500,377.500,2.828,1.128,1.128,0.000,1.414,32,377,135.000,1.000
6,1,525.500,380.500,2.828,1.128,1.128,0.000,1.414,525,380,135.000,1.000
7,1,321.500,657.500,2.828,1.128,1.128,0.000,1.414,321,657,135.000,1.000
8,1,882.500,707.500,2.828,1.128,1.128,0.000,1.414,882,707,135.000,1.000
9,1,1030.500,750.500,2.828,1.128,1.128,0.000,1.414,1030,750,135.000,1.000
10,1,196.500,825.500,2.828,1.128,1.128,0.000,1.414,196,825,135.000,1.000
11,1,1321.500,967.500,2.828,1.128,1.128,0.000,1.414,1321,967,135.000,1.000
12,2,169.000,5.500,4.243,2.257,1.128,0.000,2.236,168,5,153.435,1.000
13,2,903.000,25.500,4.243,2.257,1.128,0.000,2.236,902,25,153.435,1.000
14,2,251.000,167.500,4.243,2.257,1.128,0.000,2.236,250,167,153.435,1.000
15,2,976.500,211.000,4.828,2.257,1.128,90.000,2.236,976,210,116.565,1.000
16,2,586.000,221.500,4.243,2.257,1.128,0.000,2.236,585,221,153.435,1.000
17,2,764.000,228.500,4.243,2.257,1.128,0.000,2.236,763,228,153.435,1.000
18,2,502.000,277.500,4.243,2.257,1.128,0.000,2.236,501,277,153.435,1.000
19,2,1050.000,321.500,4.243,2.257,1.128,0.000,2.236,1049,321,153.435,1.000
20,2,199.000,349.500,4.243,2.257,1.128,0.000,2.236,198,349,153.435,1.000
21,2,116.500,365.000,4.828,2.257,1.128,90.000,2.236,116,364,116.565,1.000
22,2,186.500,467.000,4.828,2.257,1.128,90.000,2.236,186,466,116.565,1.000
23,2,576.000,514.500,4.243,2.257,1.128,0.000,2.236,575,514,153.435,1.000
24,2,244.000,584.500,4.243,2.257,1.128,0.000,2.236,243,584,153.435,1.000
25,2,113.500,752.000,4.828,2.257,1.128,90.000,2.236,113,751,116.565,1.000
26,2,1181.000,754.000,5.657,2.596,0.981,45.000,2.828,1180,755,45.000,1.414
27,2,1115.000,841.500,4.243,2.257,1.128,0.000,2.236,1114,841,153.435,1.000
28,2,1301.500,902.000,4.828,2.257,1.128,90.000,2.236,1301,901,116.565,1.000
29,2,1047.000,977.500,4.243,2.257,1.128,0.000,2.236,1046,977,153.435,1.000
30,2,972.000,984.500,4.243,2.257,1.128,0.000,2.236,971,984,153.435,1.000
31,3,278.167,22.833,5.657,2.365,1.615,135.000,2.828,277,22,135.000,2.000
32,3,1210.833,91.833,5.657,2.365,1.615,45.000,2.828,1210,93,45.000,2.000
33,3,181.167,96.833,5.657,2.365,1.615,135.000,2.828,180,96,135.000,2.000
34,3,1256.833,136.833,5.657,2.365,1.615,45.000,2.828,1256,138,45.000,2.000
35,3,23.167,194.833,5.657,2.365,1.615,135.000,2.828,22,194,135.000,2.000
36,3,345.833,224.167,5.657,2.365,1.615,135.000,2.828,345,223,135.000,2.000
37,3,325.833,380.167,5.657,2.365,1.615,135.000,2.828,325,379,135.000,2.000
38,3,65.833,448.833,5.657,2.365,1.615,45.000,2.828,65,450,45.000,2.000
39,3,1127.833,527.833,5.657,2.365,1.615,45.000,2.828,1127,529,45.000,2.000
40,3,575.833,557.167,5.657,2.365,1.615,135.000,2.828,575,556,135.000,2.000
41,3,362.167,569.167,5.657,2.365,1.615,45.000,2.828,361,570,45.000,2.000
42,3,723.167,575.167,5.657,2.365,1.615,45.000,2.828,722,576,45.000,2.000
43,3,1147.833,702.167,5.657,2.365,1.615,135.000,2.828,1147,701,135.000,2.000
44,3,888.833,705.167,5.657,2.365,1.615,135.000,2.828,888,704,135.000,2.000
45,3,808.833,889.833,5.657,2.365,1.615,45.000,2.828,808,891,45.000,2.000
46,3,1035.167,903.167,5.657,2.365,1.615,45.000,2.828,1034,904,45.000,2.000
47,3,373.833,918.833,5.657,2.365,1.615,45.000,2.828,373,920,45.000,2.000
48,3,1011.833,1020.167,5.657,2.365,1.615,135.000,2.828,1011,1019,135.000,2.000
49,3,331.833,1036.167,5.657,2.365,1.615,135.000,2.828,331,1035,135.000,2.000
50,4,734.000,48.000,5.657,2.257,2.257,0.000,2.828,733,47,135.000,2.000
51,4,226.000,94.000,5.657,2.257,2.257,0.000,2.828,225,93,135.000,2.000
52,4,651.000,134.000,5.657,2.257,2.257,0.000,2.828,650,133,135.000,2.000
53,4,803.000,169.000,5.657,2.257,2.257,0.000,2.828,802,168,135.000,2.000
54,4,14.000,223.000,5.657,2.257,2.257,0.000,2.828,13,222,135.000,2.000
55,4,381.000,353.000,5.657,2.257,2.257,0.000,2.828,380,352,135.000,2.000
56,4,455.000,387.000,5.657,2.257,2.257,0.000,2.828,454,386,135.000,2.000
57,4,280.000,540.000,5.657,2.257,2.257,0.000,2.828,279,539,135.000,2.000
58,4,62.000,583.000,5.657,2.257,2.257,0.000,2.828,61,582,135.000,2.000
59,4,581.000,586.000,5.657,2.257,2.257,0.000,2.828,580,585,135.000,2.000
60,4,1313.500,726.000,7.071,3.216,1.583,148.283,3.606,1312,725,146.310,2.000
61,4,426.000,731.000,5.657,2.257,2.257,0.000,2.828,425,730,135.000,2.000
62,4,1235.000,749.000,5.657,2.257,2.257,0.000,2.828,1234,748,135.000,2.000
63,4,1136.000,766.000,5.657,2.257,2.257,0.000,2.828,1135,765,135.000,2.000
64,4,1175.000,843.000,5.657,2.257,2.257,0.000,2.828,1174,842,135.000,2.000
65,4,512.000,906.000,5.657,2.257,2.257,0.000,2.828,511,905,135.000,2.000
66,4,1166.000,991.000,5.657,2.257,2.257,0.000,2.828,1165,990,135.000,2.000
67,4,478.000,1008.000,5.657,2.257,2.257,0.000,2.828,477,1007,135.000,2.000
68,5,576.900,72.700,7.657,3.144,2.025,108.435,3.606,576,71,123.690,2.000
69,5,131.900,167.300,7.657,3.144,2.025,71.565,3.606,131,169,56.310,2.000
70,5,1358.300,214.900,7.071,3.144,2.025,18.435,3.606,1357,216,33.690,2.000
71,5,1314.700,219.900,7.657,3.144,2.025,161.565,3.606,1313,219,146.310,2.000
72,5,819.500,324.500,8.485,2.523,2.523,0.000,3.162,819,323,108.435,2.828
73,5,1018.300,498.900,7.071,3.144,2.025,18.435,3.606,1017,500,33.690,2.000
74,5,1024.300,566.900,7.071,3.144,2.025,18.435,3.606,1023,568,33.690,2.000
75,5,983.100,634.300,7.657,3.144,2.025,108.435,3.606,982,633,123.690,2.000
76,5,538.500,636.500,8.485,2.523,2.523,0.000,3.162,538,635,108.435,2.828
77,5,117.700,649.900,7.657,3.144,2.025,161.565,3.606,116,649,146.310,2.000
78,5,300.500,671.700,8.485,3.086,2.063,55.901,3.606,299,673,33.690,2.683
79,5,780.700,741.100,7.657,3.144,2.025,18.435,3.606,779,742,33.690,2.000
80,5,135.900,779.700,7.657,3.144,2.025,108.435,3.606,135,778,123.690,2.000
81,5,444.900,794.300,7.657,3.144,2.025,71.565,3.606,444,796,56.310,2.000
82,5,118.900,851.700,7.657,3.144,2.025,108.435,3.606,118,850,123.690,2.000
83,5,1370.100,875.300,7.657,3.144,2.025,108.435,3.606,1369,874,123.690,2.000
84,5,56.100,888.700,7.657,3.144,2.025,71.565,3.606,55,890,56.310,2.000
85,5,437.100,889.300,7.657,3.144,2.025,108.435,3.606,436,888,123.690,2.000
86,5,448.300,900.900,7.071,3.144,2.025,18.435,3.606,447,902,33.690,2.000
