 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,842.500,882.500,2.828,1.128,1.128,0.000,1.414,842,882,135.000,1.000
2,1,731.500,991.500,2.828,1.128,1.128,0.000,1.414,731,991,135.000,1.000
3,2,1153.000,25.000,5.657,2.596,0.981,135.000,2.828,1152,24,135.000,1.414
4,2,1001.000,78.500,4.243,2.257,1.128,0.000,2.236,1000,78,153.435,1.000
5,2,1157.000,335.500,4.243,2.257,1.128,0.000,2.236,1156,335,153.435,1.000
6,2,314.500,525.000,4.828,2.257,1.128,90.000,2.236,314,524,116.565,1.000
7,3,770.167,189.833,5.657,2.365,1.615,135.000,2.828,769,189,135.000,2.000
8,3,517.167,774.833,5.657,2.365,1.615,135.000,2.828,516,774,135.000,2.000
9,4,368.000,82.000,5.657,2.257,2.257,0.000,2.828,367,81,135.000,2.000
10,4,996.000,98.000,5.657,2.257,2.257,0.000,2.828,995,97,135.000,2.000
11,4,1218.000,252.000,5.657,2.257,2.257,0.000,2.828,1217,251,135.000,2.000
12,4,1242.000,324.000,5.657,2.257,2.257,0.000,2.828,1241,323,135.000,2.000
13,4,385.000,419.000,5.657,2.257,2.257,0.000,2.828,384,418,135.000,2.000
14,4,838.000,597.000,5.657,2.257,2.257,0.000,2.828,837,596,135.000,2.000
15,4,1109.000,687.000,5.657,2.257,2.257,0.000,2.828,1108,686,135.000,2.000
16,4,1144.000,815.000,5.657,2.257,2.257,0.000,2.828,1143,814,135.000,2.000
17,4,610.000,858.000,5.657,2.257,2.257,0.000,2.828,609,857,135.000,2.000
18,4,620.000,876.000,5.657,2.257,2.257,0.000,2.828,619,875,135.000,2.000
19,4,1181.000,891.000,5.657,2.257,2.257,0.000,2.828,1180,890,135.000,2.000
20,4,214.000,904.000,5.657,2.257,2.257,0.000,2.828,213,903,135.000,2.000
21,4,1292.000,931.000,5.657,2.257,2.257,0.000,2.828,1291,930,135.000,2.000
22,5,349.900,25.300,7.657,3.144,2.025,71.565,3.606,349,27,56.310,2.000
23,5,1057.700,308.100,7.657,3.144,2.025,18.435,3.606,1056,309,33.690,2.000
24,5,39.300,311.100,7.071,3.144,2.025,161.565,3.606,38,310,146.310,2.000
25,5,1334.300,360.100,7.071,3.144,2.025,161.565,3.606,1333,359,146.310,2.000
26,5,1063.300,491.100,7.071,3.144,2.025,161.565,3.606,1062,490,146.310,2.000
27,5,1232.300,598.500,8.485,3.086,2.063,34.099,3.606,1231,600,33.690,2.683
28,6,115.500,47.000,7.657,3.385,2.257,0.000,3.606,114,46,146.310,2.000
29,6,669.500,295.000,7.657,3.385,2.257,0.000,3.606,668,294,146.310,2.000
30,6,652.500,411.000,7.657,3.385,2.257,0.000,3.606,651,410,146.310,2.000
31,6,227.000,494.500,7.657,3.385,2.257,90.000,3.606,226,493,123.690,2.000
32,6,1299.667,529.333,8.485,3.140,2.433,45.000,3.606,1298,530,33.690,2.828
33,7,870.214,406.500,8.485,3.086,2.888,90.000,3.606,869,405,123.690,3.000
34,7,93.214,643.500,8.485,3.086,2.888,90.000,3.606,92,642,123.690,3.000
35,7,231.500,645.786,9.071,3.086,2.888,0.000,3.606,231,644,123.690,3.000
36,7,1206.500,886.214,9.071,3.086,2.888,0.000,3.606,1205,885,123.690,3.000
37,8,1042.625,147.000,10.485,3.651,2.790,124.722,4.472,1042,145,116.565,3.000
38,8,96.375,312.625,9.071,3.538,2.879,135.000,4.243,95,311,135.000,3.000
39,8,1218.625,505.625,9.071,3.538,2.879,45.000,4.243,1217,507,45.000,3.000
40,8,77.375,513.625,9.071,3.538,2.879,135.000,4.243,76,512,135.000,3.000
41,8,962.000,573.500,9.899,3.489,2.919,0.000,4.123,960,573,165.964,3.000
42,8,1026.250,635.125,10.485,3.824,2.664,162.704,4.472,1024,634,153.435,3.000
43,8,582.000,861.500,9.899,3.489,2.919,0.000,4.123,580,861,165.964,3.000
44,8,1010.375,889.000,10.485,3.651,2.790,124.722,4.472,1009,887,116.565,3.000
45,8,1340.625,899.375,9.071,3.538,2.879,135.000,4.243,1339,898,135.000,3.000
46,9,1372.833,151.389,9.899,3.919,2.924,159.699,4.472,1371,150,153.435,3.000
47,9,1059.611,250.167,10.485,3.919,2.924,110.301,4.472,1059,248,116.565,3.000
48,9,282.500,253.500,9.657,3.385,3.385,0.000,4.243,281,252,135.000,3.000
49,9,344.833,605.389,9.899,3.919,2.924,159.699,4.472,343,604,153.435,3.000
50,9,1273.389,694.167,10.485,3.919,2.924,69.699,4.472,1272,696,63.435,3.000
51,9,976.389,713.167,10.485,3.919,2.924,69.699,4.472,975,715,63.435,3.000
52,9,719.389,959.833,10.485,3.919,2.924,110.301,4.472,718,958,116.565,3.000
53,9,1321.611,962.167,10.485,3.919,2.924,110.301,4.472,1321,960,116.565,3.000
54,10,1319.300,9.500,11.071,3.966,3.210,0.000,4.472,1317,9,153.435,3.000
55,10,469.900,48.000,11.314,4.139,3.076,180.000,4.472,468,47,153.435,4.000
56,10,994.100,204.600,13.071,4.707,2.705,2.979,5.385,991,204,158.199,3.000
57,10,1363.300,355.500,11.071,3.966,3.210,0.000,4.472,1361,355,153.435,3.000
58,10,939.000,585.700,10.485,4.198,3.033,180.000,4.472,937,585,153.435,3.000
59,10,53.700,707.200,11.071,4.456,2.857,71.778,5.000,52,709,53.130,3.000
60,10,481.300,1033.500,11.071,3.966,3.210,0.000,4.472,479,1033,153.435,3.000
61,11,490.955,234.136,11.314,3.994,3.507,161.565,4.472,490,232,116.565,4.000
62,11,422.864,302.955,11.314,3.994,3.507,71.565,4.472,422,301,116.565,4.000
63,11,852.409,663.136,11.071,4.384,3.195,105.071,5.000,851,661,126.870,3.000
64,11,855.136,964.591,11.071,4.384,3.195,15.071,5.000,853,966,36.870,3.000
65,11,72.591,969.136,11.071,4.384,3.195,74.929,5.000,71,971,53.130,3.000
66,12,268.000,371.000,11.314,3.909,3.909,0.000,4.472,267,369,116.565,4.000
67,12,923.500,623.000,11.657,4.514,3.385,90.000,5.000,922,621,126.870,3.000
68,13,737.346,150.962,12.485,4.359,3.797,103.776,5.000,736,149,126.870,4.000
69,13,1122.115,235.885,11.899,4.380,3.779,45.000,5.000,1120,237,36.870,4.000
70,13,663.038,433.654,12.485,4.359,3.797,166.224,5.000,661,432,126.870,4.000
71,13,752.962,487.346,12.485,4.359,3.797,166.224,5.000,752,485,126.870,4.000
72,13,503.885,495.885,11.899,4.380,3.779,135.000,5.000,502,494,126.870,4.000
73,13,594.115,765.115,11.899,4.380,3.779,135.000,5.000,593,763,126.870,4.000
74,14,382.143,97.286,13.314,4.746,3.756,114.358,5.385,381,95,111.801,4.000
75,14,1002.786,126.000,12.485,4.264,4.181,90.000,5.000,1001,124,126.870,4.000
76,14,903.857,475.214,12.485,4.699,3.794,144.485,5.657,902,473,135.000,4.000
77,14,1192.000,499.214,12.485,4.477,3.981,180.000,5.000,1191,497,126.870,4.000
78,14,309.786,567.000,12.485,4.264,4.181,90.000,5.000,308,565,126.870,4.000
79,15,511.900,91.433,13.314,4.973,3.841,80.538,5.385,511,89,111.801,4.000
80,15,534.900,583.100,13.071,4.659,4.099,135.000,5.657,533,581,135.000,4.000
81,15,62.900,642.100,13.071,4.659,4.099,135.000,5.657,61,640,135.000,4.000
82,15,1351.567,694.767,13.314,5.235,3.648,152.451,5.831,1349,693,149.036,4.000
