 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,141.500,479.500,2.828,1.128,1.128,0.000,1.414,141,479,135.000,1.000
2,1,891.500,649.500,2.828,1.128,1.128,0.000,1.414,891,649,135.000,1.000
3,1,595.500,840.500,2.828,1.128,1.128,0.000,1.414,595,840,135.000,1.000
4,1,1213.500,913.500,2.828,1.128,1.128,0.000,1.414,1213,913,135.000,1.000
5,2,1251.000,776.000,5.657,2.596,0.981,45.000,2.828,1250,777,45.000,1.414
6,2,709.000,877.500,4.243,2.257,1.128,0.000,2.236,708,877,153.435,1.000
7,2,840.500,941.000,4.828,2.257,1.128,90.000,2.236,840,940,116.565,1.000
8,2,434.000,946.500,4.243,2.257,1.128,0.000,2.236,433,946,153.435,1.000
9,3,271.167,25.167,5.657,2.365,1.615,45.000,2.828,270,26,45.000,2.000
10,3,653.833,390.833,5.657,2.365,1.615,45.000,2.828,653,392,45.000,2.000
11,3,145.833,539.167,5.657,2.365,1.615,135.000,2.828,145,538,135.000,2.000
12,3,227.167,541.167,5.657,2.365,1.615,45.000,2.828,226,542,45.000,2.000
13,4,164.000,516.500,7.657,3.216,1.583,58.283,3.606,163,518,56.310,2.000
14,4,916.500,974.250,7.071,2.734,1.863,0.000,3.162,915,974,161.565,2.000
15,5,856.100,654.300,7.657,3.144,2.025,108.435,3.606,855,653,123.690,2.000
16,5,199.900,734.300,7.657,3.144,2.025,71.565,3.606,199,736,56.310,2.000
17,5,564.500,757.500,8.485,2.523,2.523,0.000,3.162,564,756,108.435,2.828
18,5,1120.900,840.300,7.657,3.144,2.025,71.565,3.606,1120,842,56.310,2.000
19,5,447.700,974.900,7.657,3.144,2.025,161.565,3.606,446,974,146.310,2.000
20,7,619.500,318.214,9.071,3.086,2.888,0.000,3.606,618,317,123.690,3.000
21,7,357.500,915.786,9.071,3.086,2.888,0.000,3.606,357,914,123.690,3.000
22,7,283.500,951.214,9.071,3.086,2.888,0.000,3.606,282,950,123.690,3.000
23,7,963.500,966.786,9.071,3.086,2.888,0.000,3.606,963,965,123.690,3.000
24,8,976.375,515.375,9.071,3.538,2.879,45.000,4.243,975,517,45.000,3.000
25,8,312.625,704.375,9.071,3.538,2.879,135.000,4.243,311,703,135.000,3.000
26,8,1186.375,779.375,9.071,3.538,2.879,45.000,4.243,1185,781,45.000,3.000
27,8,940.375,814.625,9.071,3.538,2.879,135.000,4.243,939,813,135.000,3.000
28,8,973.625,955.625,9.071,3.538,2.879,45.000,4.243,972,957,45.000,3.000
29,9,505.500,539.500,9.657,3.385,3.385,0.000,4.243,504,538,135.000,3.000
30,9,630.611,856.833,10.485,3.919,2.924,69.699,4.472,630,859,63.435,3.000
31,9,1138.944,881.167,11.314,3.990,2.872,124.573,4.472,1138,879,116.565,3.536
32,10,1198.300,147.500,11.071,3.966,3.210,0.000,4.472,1196,147,153.435,3.000
33,10,123.500,241.700,11.071,3.966,3.210,90.000,4.472,122,240,116.565,3.000
34,10,165.700,552.500,10.485,3.966,3.210,0.000,4.472,164,551,153.435,3.000
35,10,209.000,662.300,10.485,4.111,3.097,2.596E-14,4.472,207,661,153.435,3.000
36,10,288.700,946.000,10.485,4.111,3.097,90.000,4.472,288,944,116.565,3.000
37,11,1351.409,252.136,11.071,4.384,3.195,105.071,5.000,1350,250,126.870,3.000
38,11,941.864,333.045,11.314,3.994,3.507,108.435,4.472,941,331,116.565,4.000
39,11,832.045,531.136,11.314,3.994,3.507,18.435,4.472,830,530,153.435,4.000
40,11,287.682,537.955,11.314,4.507,3.107,48.972,5.000,286,540,36.870,3.536
41,11,65.136,639.409,11.071,4.384,3.195,164.929,5.000,63,638,143.130,3.000
42,12,139.000,528.000,11.314,3.909,3.909,0.000,4.472,138,526,116.565,4.000
43,12,582.667,638.417,12.485,4.911,3.111,9.417,5.385,580,639,21.801,3.000
44,12,1350.000,1009.000,11.314,3.909,3.909,0.000,4.472,1349,1007,116.565,4.000
45,13,566.885,132.885,11.899,4.380,3.779,135.000,5.000,565,131,126.870,4.000
46,13,707.115,1000.885,11.899,4.380,3.779,45.000,5.000,705,1002,36.870,4.000
47,14,624.857,311.786,13.071,4.699,3.794,35.515,5.657,623,314,45.000,4.000
48,14,800.214,406.000,12.485,4.264,4.181,90.000,5.000,799,404,126.870,4.000
49,14,1210.000,459.214,12.485,4.477,3.981,180.000,5.000,1209,457,126.870,4.000
50,15,671.833,411.767,13.899,4.759,4.014,174.116,5.385,669,411,158.199,4.000
51,15,155.500,542.500,13.657,5.642,3.385,0.000,5.831,153,541,149.036,3.000
52,16,691.000,99.500,13.314,4.963,4.105,90.000,5.385,690,97,111.801,4.000
53,16,838.625,584.562,14.142,5.179,3.933,127.411,5.831,837,582,120.964,4.243
54,16,545.000,689.500,14.485,5.819,3.501,116.063,6.403,543,687,128.660,4.000
55,16,611.812,733.438,13.899,5.325,3.826,108.435,5.831,610,731,120.964,4.000
56,17,1029.029,906.147,14.485,4.954,4.369,101.310,5.831,1027,904,120.964,4.000
57,17,1105.088,976.618,13.899,5.229,4.140,105.172,5.831,1104,974,120.964,4.000
58,18,891.778,142.389,14.728,5.088,4.504,115.406,5.831,890,140,120.964,4.950
59,18,115.611,455.444,14.142,5.368,4.269,141.526,5.831,114,453,120.964,4.919
60,18,1300.833,861.500,14.485,5.349,4.285,90.000,5.831,1299,859,120.964,4.000
61,18,864.389,890.778,14.728,5.088,4.504,154.594,5.831,862,889,149.036,4.950
62,18,149.000,962.500,15.556,4.986,4.597,0.000,6.083,146,962,170.538,4.950
63,19,689.447,691.868,15.314,5.702,4.243,145.651,6.403,688,689,128.660,4.919
64,19,1383.658,831.658,14.728,5.301,4.564,45.001,5.831,1381,833,30.964,4.950
65,19,577.658,1023.342,14.728,5.301,4.564,135.000,5.831,576,1021,120.964,4.950
66,20,1348.350,757.200,16.142,5.534,4.601,63.988,6.325,1347,760,71.565,4.950
67,21,493.452,37.690,15.899,5.621,4.756,36.136,6.403,491,40,38.660,5.000
