 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,408.500,120.500,2.828,1.128,1.128,0.000,1.414,408,120,135.000,1.000
2,1,601.500,225.500,2.828,1.128,1.128,0.000,1.414,601,225,135.000,1.000
3,1,563.500,447.500,2.828,1.128,1.128,0.000,1.414,563,447,135.000,1.000
4,1,539.500,456.500,2.828,1.128,1.128,0.000,1.414,539,456,135.000,1.000
5,1,185.500,581.500,2.828,1.128,1.128,0.000,1.414,185,581,135.000,1.000
6,1,561.500,609.500,2.828,1.128,1.128,0.000,1.414,561,609,135.000,1.000
7,1,626.500,625.500,2.828,1.128,1.128,0.000,1.414,626,625,135.000,1.000
8,1,976.500,653.500,2.828,1.128,1.128,0.000,1.414,976,653,135.000,1.000
9,1,523.500,782.500,2.828,1.128,1.128,0.000,1.414,523,782,135.000,1.000
10,1,952.500,806.500,2.828,1.128,1.128,0.000,1.414,952,806,135.000,1.000
11,1,926.500,982.500,2.828,1.128,1.128,0.000,1.414,926,982,135.000,1.000
12,2,1371.500,123.000,4.828,2.257,1.128,90.000,2.236,1371,122,116.565,1.000
13,2,183.000,140.500,4.243,2.257,1.128,0.000,2.236,182,140,153.435,1.000
14,2,875.500,289.000,4.828,2.257,1.128,90.000,2.236,875,288,116.565,1.000
15,2,520.000,440.500,4.243,2.257,1.128,0.000,2.236,519,440,153.435,1.000
16,2,318.500,451.000,4.828,2.257,1.128,90.000,2.236,318,450,116.565,1.000
17,2,1055.000,481.500,4.243,2.257,1.128,0.000,2.236,1054,481,153.435,1.000
18,2,437.000,538.500,4.243,2.257,1.128,0.000,2.236,436,538,153.435,1.000
19,2,1051.500,553.000,4.828,2.257,1.128,90.000,2.236,1051,552,116.565,1.000
20,2,1268.000,555.500,4.243,2.257,1.128,0.000,2.236,1267,555,153.435,1.000
21,2,632.500,577.000,4.828,2.257,1.128,90.000,2.236,632,576,116.565,1.000
22,2,636.000,576.500,4.243,2.257,1.128,0.000,2.236,635,576,153.435,1.000
23,2,779.000,601.000,5.657,2.596,0.981,135.000,2.828,778,600,135.000,1.414
24,2,323.000,656.500,4.243,2.257,1.128,0.000,2.236,322,656,153.435,1.000
25,2,279.500,730.000,4.828,2.257,1.128,90.000,2.236,279,729,116.565,1.000
26,2,1129.000,753.500,4.243,2.257,1.128,0.000,2.236,1128,753,153.435,1.000
27,2,662.000,833.500,4.243,2.257,1.128,0.000,2.236,661,833,153.435,1.000
28,2,997.500,834.000,4.828,2.257,1.128,90.000,2.236,997,833,116.565,1.000
29,2,196.500,841.000,4.828,2.257,1.128,90.000,2.236,196,840,116.565,1.000
30,2,475.000,881.500,4.243,2.257,1.128,0.000,2.236,474,881,153.435,1.000
31,2,1058.500,964.000,4.828,2.257,1.128,90.000,2.236,1058,963,116.565,1.000
32,2,540.500,979.000,4.828,2.257,1.128,90.000,2.236,540,978,116.565,1.000
33,2,432.500,1012.000,4.828,2.257,1.128,90.000,2.236,432,1011,116.565,1.000
34,2,532.500,1029.000,4.828,2.257,1.128,90.000,2.236,532,1028,116.565,1.000
35,3,1356.167,87.167,5.657,2.365,1.615,45.000,2.828,1355,88,45.000,2.000
36,3,951.833,218.833,5.657,2.365,1.615,45.000,2.828,951,220,45.000,2.000
37,3,187.833,251.833,5.657,2.365,1.615,45.000,2.828,187,253,45.000,2.000
38,3,488.167,426.167,5.657,2.365,1.615,45.000,2.828,487,427,45.000,2.000
39,3,471.833,437.833,5.657,2.365,1.615,45.000,2.828,471,439,45.000,2.000
40,3,895.833,466.833,5.657,2.365,1.615,45.000,2.828,895,468,45.000,2.000
41,3,953.167,468.167,5.657,2.365,1.615,45.000,2.828,952,469,45.000,2.000
42,3,691.167,508.833,5.657,2.365,1.615,135.000,2.828,690,508,135.000,2.000
43,3,1113.167,618.167,5.657,2.365,1.615,45.000,2.828,1112,619,45.000,2.000
44,3,35.833,624.167,5.657,2.365,1.615,135.000,2.828,35,623,135.000,2.000
45,3,150.833,700.833,5.657,2.365,1.615,45.000,2.828,150,702,45.000,2.000
46,3,343.500,747.500,6.828,3.385,1.128,90.000,3.162,343,746,108.435,1.000
47,3,604.833,770.167,5.657,2.365,1.615,135.000,2.828,604,769,135.000,2.000
48,3,345.833,844.167,5.657,2.365,1.615,135.000,2.828,345,843,135.000,2.000
