 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,2,1376.500,29.000,4.828,2.257,1.128,90.000,2.236,1376,28,116.565,1.000
2,3,590.167,543.167,5.657,2.365,1.615,45.000,2.828,589,544,45.000,2.000
3,3,296.167,1010.833,5.657,2.365,1.615,135.000,2.828,295,1010,135.000,2.000
4,4,965.250,487.500,7.657,2.734,1.863,90.000,3.162,965,486,108.435,2.000
5,4,262.000,670.000,5.657,2.257,2.257,0.000,2.828,261,669,135.000,2.000
6,5,211.700,61.100,7.657,3.144,2.025,18.435,3.606,210,62,33.690,2.000
7,5,958.700,305.900,7.657,3.144,2.025,161.565,3.606,957,305,146.310,2.000
8,5,249.900,644.700,7.657,3.144,2.025,108.435,3.606,249,643,123.690,2.000
9,7,957.214,675.500,8.485,3.086,2.888,90.000,3.606,956,674,123.690,3.000
10,8,345.375,52.375,9.071,3.538,2.879,45.000,4.243,344,54,45.000,3.000
11,8,928.000,243.500,9.899,3.489,2.919,0.000,4.123,926,243,165.964,3.000
12,9,668.611,330.833,10.485,3.919,2.924,69.699,4.472,668,333,63.435,3.000
13,9,253.389,973.833,10.485,3.919,2.924,110.301,4.472,252,972,116.565,3.000
14,9,46.500,1018.500,9.657,3.385,3.385,0.000,4.243,45,1017,135.000,3.000
15,10,910.700,185.500,10.485,3.966,3.210,0.000,4.472,909,184,153.435,3.000
16,10,906.300,597.500,11.071,3.966,3.210,0.000,4.472,904,597,153.435,3.000
17,11,1305.955,36.864,11.314,3.994,3.507,18.435,4.472,1304,36,153.435,4.000
18,11,690.682,577.318,11.899,3.807,3.678,135.000,4.472,690,575,116.565,4.000
19,12,681.000,638.000,11.314,3.909,3.909,0.000,4.472,680,636,116.565,4.000
20,12,871.000,954.000,11.314,3.909,3.909,0.000,4.472,870,952,116.565,4.000
21,13,801.885,34.885,11.899,4.380,3.779,135.000,5.000,800,33,126.870,4.000
22,13,1121.269,224.808,13.314,4.625,3.579,7.973,5.385,1119,224,158.199,4.000
23,13,1017.115,922.115,11.899,4.380,3.779,135.000,5.000,1016,920,126.870,4.000
24,14,946.286,252.857,12.728,4.746,3.756,24.358,5.385,944,254,21.801,4.000
25,15,502.500,29.500,14.142,4.957,3.853,116.565,5.831,501,27,120.964,4.243
26,15,740.367,57.900,13.899,4.957,3.853,141.264,5.831,738,56,149.036,4.000
27,15,621.100,430.433,13.314,4.973,3.841,99.462,5.385,620,428,111.801,4.000
28,15,379.100,498.433,13.314,4.973,3.841,99.462,5.385,378,496,111.801,4.000
29,15,429.100,1020.900,13.071,4.659,4.099,135.000,5.657,427,1019,135.000,4.000
30,16,981.062,85.125,13.899,5.012,4.065,156.255,5.831,979,83,149.036,4.000
31,16,883.375,847.812,15.314,5.246,3.884,168.453,5.831,881,846,149.036,4.000
