 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,499.500,67.500,2.828,1.128,1.128,0.000,1.414,499,67,135.000,1.000
2,1,543.500,387.500,2.828,1.128,1.128,0.000,1.414,543,387,135.000,1.000
3,1,140.500,803.500,2.828,1.128,1.128,0.000,1.414,140,803,135.000,1.000
4,2,277.000,13.500,4.243,2.257,1.128,0.000,2.236,276,13,153.435,1.000
5,2,398.000,484.000,5.657,2.596,0.981,135.000,2.828,397,483,135.000,1.414
6,2,610.500,958.000,4.828,2.257,1.128,90.000,2.236,610,957,116.565,1.000
7,2,716.000,962.500,4.243,2.257,1.128,0.000,2.236,715,962,153.435,1.000
8,3,853.167,734.833,5.657,2.365,1.615,135.000,2.828,852,734,135.000,2.000
9,4,703.000,349.000,5.657,2.257,2.257,0.000,2.828,702,348,135.000,2.000
10,4,1186.000,526.000,5.657,2.257,2.257,0.000,2.828,1185,525,135.000,2.000
11,9,327.611,942.833,10.485,3.919,2.924,69.699,4.472,327,945,63.435,3.000
12,10,405.500,507.700,11.071,3.966,3.210,90.000,4.472,404,506,116.565,3.000
13,10,101.700,999.000,10.485,4.111,3.097,90.000,4.472,101,997,116.565,3.000
14,12,649.083,961.750,11.899,4.424,3.453,32.067,5.000,647,963,36.870,4.000
15,15,986.233,660.567,13.314,5.235,3.648,62.451,5.831,985,663,59.036,4.000
16,17,1127.559,94.324,14.728,5.116,4.231,62.935,5.831,1126,97,59.036,4.919
17,18,363.278,67.222,15.314,5.524,4.149,31.098,6.403,361,70,38.660,4.743
18,18,333.167,396.167,15.314,4.965,4.616,134.999,5.831,331,394,120.964,5.000
19,19,44.342,291.342,14.728,5.301,4.564,45.001,5.831,42,293,30.964,4.950
20,19,788.342,772.658,14.728,5.301,4.564,135.000,5.831,787,770,120.964,4.950
21,20,1013.600,269.550,15.314,5.251,4.849,63.435,5.831,1012,267,120.964,5.000
22,20,1075.000,429.000,16.971,6.928,3.676,37.372,7.211,1072,431,33.690,4.243
23,20,124.700,845.000,16.142,5.114,4.979,90.000,6.083,124,842,99.462,5.000
24,20,1085.600,1029.450,15.314,5.251,4.849,116.565,5.831,1084,1027,120.964,5.000
25,21,985.452,30.310,15.899,5.621,4.756,143.864,6.403,983,28,128.660,5.000
26,21,874.405,280.071,16.142,5.937,4.503,65.157,6.708,873,283,63.435,4.950
27,21,80.929,908.929,16.485,6.629,4.034,15.818,7.211,78,911,33.690,4.000
28,23,383.717,58.413,16.728,5.757,5.087,20.702,6.403,381,60,38.660,5.000
29,23,1161.500,704.500,16.485,5.934,4.935,45.001,7.071,1159,707,45.000,5.000
30,23,1067.717,931.370,16.728,5.884,4.977,30.043,6.708,1065,933,26.565,5.000
31,24,298.792,113.625,18.142,7.472,4.090,62.819,8.062,297,117,60.255,4.919
32,25,674.660,72.780,17.899,6.790,4.688,121.846,7.810,672,70,129.806,5.000
