 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,180.500,84.500,2.828,1.128,1.128,0.000,1.414,180,84,135.000,1.000
2,1,46.500,457.500,2.828,1.128,1.128,0.000,1.414,46,457,135.000,1.000
3,1,262.500,749.500,2.828,1.128,1.128,0.000,1.414,262,749,135.000,1.000
4,1,1322.500,933.500,2.828,1.128,1.128,0.000,1.414,1322,933,135.000,1.000
5,2,416.000,246.500,4.243,2.257,1.128,0.000,2.236,415,246,153.435,1.000
6,2,890.000,334.500,4.243,2.257,1.128,0.000,2.236,889,334,153.435,1.000
7,2,903.500,449.000,4.828,2.257,1.128,90.000,2.236,903,448,116.565,1.000
8,2,524.000,616.000,5.657,2.596,0.981,45.000,2.828,523,617,45.000,1.414
9,2,1132.500,644.000,4.828,2.257,1.128,90.000,2.236,1132,643,116.565,1.000
10,2,589.500,704.000,4.828,2.257,1.128,90.000,2.236,589,703,116.565,1.000
11,2,1361.000,927.000,5.657,2.596,0.981,135.000,2.828,1360,926,135.000,1.414
12,2,1350.500,982.000,4.828,2.257,1.128,90.000,2.236,1350,981,116.565,1.000
13,3,485.167,462.167,5.657,2.365,1.615,45.000,2.828,484,463,45.000,2.000
14,3,680.167,553.167,5.657,2.365,1.615,45.000,2.828,679,554,45.000,2.000
15,3,354.167,672.167,5.657,2.365,1.615,45.000,2.828,353,673,45.000,2.000
16,4,282.250,22.500,7.657,2.734,1.863,90.000,3.162,282,21,108.435,2.000
17,4,198.000,106.000,5.657,2.257,2.257,0.000,2.828,197,105,135.000,2.000
18,4,433.000,477.000,5.657,2.257,2.257,0.000,2.828,432,476,135.000,2.000
19,4,640.000,699.000,5.657,2.257,2.257,0.000,2.828,639,698,135.000,2.000
20,4,1171.500,706.250,7.071,2.734,1.863,0.000,3.162,1170,706,161.565,2.000
21,4,643.500,816.000,7.071,3.216,1.583,31.717,3.606,642,817,33.690,2.000
22,4,549.000,1033.000,5.657,2.257,2.257,0.000,2.828,548,1032,135.000,2.000
23,5,1314.500,697.500,8.485,2.523,2.523,0.000,3.162,1314,696,108.435,2.828
24,5,1368.300,773.100,7.071,3.144,2.025,161.565,3.606,1367,772,146.310,2.000
25,6,1116.333,344.667,8.485,3.140,2.433,45.000,3.606,1115,346,33.690,2.828
26,6,1036.000,348.500,7.657,3.385,2.257,90.000,3.606,1035,347,123.690,2.000
