 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,572.500,79.500,2.828,1.128,1.128,0.000,1.414,572,79,135.000,1.000
2,1,709.500,93.500,2.828,1.128,1.128,0.000,1.414,709,93,135.000,1.000
3,1,937.500,136.500,2.828,1.128,1.128,0.000,1.414,937,136,135.000,1.000
4,1,569.500,147.500,2.828,1.128,1.128,0.000,1.414,569,147,135.000,1.000
5,1,244.500,166.500,2.828,1.128,1.128,0.000,1.414,244,166,135.000,1.000
6,1,658.500,279.500,2.828,1.128,1.128,0.000,1.414,658,279,135.000,1.000
7,1,745.500,308.500,2.828,1.128,1.128,0.000,1.414,745,308,135.000,1.000
8,1,408.500,344.500,2.828,1.128,1.128,0.000,1.414,408,344,135.000,1.000
9,1,1292.500,464.500,2.828,1.128,1.128,0.000,1.414,1292,464,135.000,1.000
10,1,897.500,471.500,2.828,1.128,1.128,0.000,1.414,897,471,135.000,1.000
11,1,286.500,475.500,2.828,1.128,1.128,0.000,1.414,286,475,135.000,1.000
12,1,551.500,502.500,2.828,1.128,1.128,0.000,1.414,551,502,135.000,1.000
13,1,73.500,569.500,2.828,1.128,1.128,0.000,1.414,73,569,135.000,1.000
14,1,696.500,589.500,2.828,1.128,1.128,0.000,1.414,696,589,135.000,1.000
15,1,117.500,735.500,2.828,1.128,1.128,0.000,1.414,117,735,135.000,1.000
16,1,1248.500,809.500,2.828,1.128,1.128,0.000,1.414,1248,809,135.000,1.000
17,1,1025.500,850.500,2.828,1.128,1.128,0.000,1.414,1025,850,135.000,1.000
18,1,463.500,920.500,2.828,1.128,1.128,0.000,1.414,463,920,135.000,1.000
19,1,149.500,944.500,2.828,1.128,1.128,0.000,1.414,149,944,135.000,1.000
20,1,141.500,956.500,2.828,1.128,1.128,0.000,1.414,141,956,135.000,1.000
21,1,563.500,999.500,2.828,1.128,1.128,0.000,1.414,563,999,135.000,1.000
22,2,1102.000,9.500,4.243,2.257,1.128,0.000,2.236,1101,9,153.435,1.000
23,2,740.000,17.000,5.657,2.596,0.981,135.000,2.828,739,16,135.000,1.414
24,2,499.000,93.500,4.243,2.257,1.128,0.000,2.236,498,93,153.435,1.000
25,2,1221.000,161.000,5.657,2.596,0.981,135.000,2.828,1220,160,135.000,1.414
26,2,179.000,196.000,5.657,2.596,0.981,135.000,2.828,178,195,135.000,1.414
27,2,1352.000,294.500,4.243,2.257,1.128,0.000,2.236,1351,294,153.435,1.000
28,2,1293.000,302.500,4.243,2.257,1.128,0.000,2.236,1292,302,153.435,1.000
29,2,825.500,311.000,4.828,2.257,1.128,90.000,2.236,825,310,116.565,1.000
30,2,1351.500,378.000,4.828,2.257,1.128,90.000,2.236,1351,377,116.565,1.000
31,2,477.000,425.500,4.243,2.257,1.128,0.000,2.236,476,425,153.435,1.000
32,2,78.000,458.500,4.243,2.257,1.128,0.000,2.236,77,458,153.435,1.000
33,2,38.000,491.500,4.243,2.257,1.128,0.000,2.236,37,491,153.435,1.000
34,2,1240.000,543.500,4.243,2.257,1.128,0.000,2.236,1239,543,153.435,1.000
35,2,255.000,618.500,4.243,2.257,1.128,0.000,2.236,254,618,153.435,1.000
36,2,1243.500,655.000,4.828,2.257,1.128,90.000,2.236,1243,654,116.565,1.000
37,2,65.000,718.500,4.243,2.257,1.128,0.000,2.236,64,718,153.435,1.000
38,2,968.500,783.000,4.828,2.257,1.128,90.000,2.236,968,782,116.565,1.000
39,2,197.500,863.000,4.828,2.257,1.128,90.000,2.236,197,862,116.565,1.000
40,2,176.000,875.500,4.243,2.257,1.128,0.000,2.236,175,875,153.435,1.000
41,2,549.000,977.000,5.657,2.596,0.981,45.000,2.828,548,978,45.000,1.414
42,2,240.500,1007.000,4.828,2.257,1.128,90.000,2.236,240,1006,116.565,1.000
43,2,585.000,1007.500,4.243,2.257,1.128,0.000,2.236,584,1007,153.435,1.000
44,3,923.167,165.833,5.657,2.365,1.615,135.000,2.828,922,165,135.000,2.000
45,3,292.167,246.833,5.657,2.365,1.615,135.000,2.828,291,246,135.000,2.000
46,3,1079.167,325.833,5.657,2.365,1.615,135.000,2.828,1078,325,135.000,2.000
47,3,1055.167,338.167,5.657,2.365,1.615,45.000,2.828,1054,339,45.000,2.000
48,3,1386.500,355.500,6.243,3.385,1.128,0.000,3.162,1385,355,161.565,1.000
49,3,858.167,411.833,5.657,2.365,1.615,135.000,2.828,857,411,135.000,2.000
50,3,504.167,639.833,5.657,2.365,1.615,135.000,2.828,503,639,135.000,2.000
51,3,419.833,644.833,5.657,2.365,1.615,45.000,2.828,419,646,45.000,2.000
52,3,1008.833,766.833,5.657,2.365,1.615,45.000,2.828,1008,768,45.000,2.000
53,3,232.833,940.167,5.657,2.365,1.615,135.000,2.828,232,939,135.000,2.000
54,3,157.167,955.833,5.657,2.365,1.615,135.000,2.828,156,955,135.000,2.000
55,4,558.000,39.000,5.657,2.257,2.257,0.000,2.828,557,38,135.000,2.000
56,4,1165.000,54.000,5.657,2.257,2.257,0.000,2.828,1164,53,135.000,2.000
57,4,1213.000,69.000,5.657,2.257,2.257,0.000,2.828,1212,68,135.000,2.000
58,4,1233.750,187.500,7.657,2.734,1.863,90.000,3.162,1233,186,108.435,2.000
59,4,1155.000,259.000,5.657,2.257,2.257,0.000,2.828,1154,258,135.000,2.000
60,4,868.250,272.500,7.657,2.734,1.863,90.000,3.162,868,271,108.435,2.000
61,4,689.000,308.000,5.657,2.257,2.257,0.000,2.828,688,307,135.000,2.000
62,4,681.000,335.000,5.657,2.257,2.257,0.000,2.828,680,334,135.000,2.000
63,4,699.000,358.000,5.657,2.257,2.257,0.000,2.828,698,357,135.000,2.000
64,4,455.000,368.000,5.657,2.257,2.257,0.000,2.828,454,367,135.000,2.000
65,4,1156.000,391.000,5.657,2.257,2.257,0.000,2.828,1155,390,135.000,2.000
66,4,421.750,404.500,7.657,2.734,1.863,90.000,3.162,421,403,108.435,2.000
67,4,477.000,411.000,5.657,2.257,2.257,0.000,2.828,476,410,135.000,2.000
68,4,369.000,441.000,5.657,2.257,2.257,0.000,2.828,368,440,135.000,2.000
69,4,80.000,445.000,5.657,2.257,2.257,0.000,2.828,79,444,135.000,2.000
70,4,663.500,465.000,7.071,3.216,1.583,31.717,3.606,662,466,33.690,2.000
71,4,136.000,489.000,5.657,2.257,2.257,0.000,2.828,135,488,135.000,2.000
72,4,404.000,515.000,5.657,2.257,2.257,0.000,2.828,403,514,135.000,2.000
73,4,534.000,529.000,5.657,2.257,2.257,0.000,2.828,533,528,135.000,2.000
74,4,561.000,578.000,5.657,2.257,2.257,0.000,2.828,560,577,135.000,2.000
75,4,840.000,654.000,5.657,2.257,2.257,0.000,2.828,839,653,135.000,2.000
76,4,262.000,687.000,5.657,2.257,2.257,0.000,2.828,261,686,135.000,2.000
77,4,489.000,696.000,5.657,2.257,2.257,0.000,2.828,488,695,135.000,2.000
78,4,395.250,721.500,7.657,2.734,1.863,90.000,3.162,395,720,108.435,2.000
79,4,1356.000,787.000,5.657,2.257,2.257,0.000,2.828,1355,786,135.000,2.000
80,4,460.750,810.500,7.657,2.734,1.863,90.000,3.162,460,809,108.435,2.000
81,4,668.000,845.000,5.657,2.257,2.257,0.000,2.828,667,844,135.000,2.000
82,4,691.000,845.000,5.657,2.257,2.257,0.000,2.828,690,844,135.000,2.000
83,4,146.000,855.000,5.657,2.257,2.257,0.000,2.828,145,854,135.000,2.000
