 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,824.500,109.500,2.828,1.128,1.128,0.000,1.414,824,109,135.000,1.000
2,1,349.500,119.500,2.828,1.128,1.128,0.000,1.414,349,119,135.000,1.000
3,1,977.500,216.500,2.828,1.128,1.128,0.000,1.414,977,216,135.000,1.000
4,1,849.500,230.500,2.828,1.128,1.128,0.000,1.414,849,230,135.000,1.000
5,1,121.500,332.500,2.828,1.128,1.128,0.000,1.414,121,332,135.000,1.000
6,1,1252.500,411.500,2.828,1.128,1.128,0.000,1.414,1252,411,135.000,1.000
7,1,855.500,508.500,2.828,1.128,1.128,0.000,1.414,855,508,135.000,1.000
8,1,528.500,609.500,2.828,1.128,1.128,0.000,1.414,528,609,135.000,1.000
9,1,872.500,624.500,2.828,1.128,1.128,0.000,1.414,872,624,135.000,1.000
10,1,1364.500,714.500,2.828,1.128,1.128,0.000,1.414,1364,714,135.000,1.000
11,1,305.500,725.500,2.828,1.128,1.128,0.000,1.414,305,725,135.000,1.000
12,1,23.500,795.500,2.828,1.128,1.128,0.000,1.414,23,795,135.000,1.000
13,1,1364.500,816.500,2.828,1.128,1.128,0.000,1.414,1364,816,135.000,1.000
14,1,572.500,842.500,2.828,1.128,1.128,0.000,1.414,572,842,135.000,1.000
15,1,173.500,860.500,2.828,1.128,1.128,0.000,1.414,173,860,135.000,1.000
16,1,329.500,891.500,2.828,1.128,1.128,0.000,1.414,329,891,135.000,1.000
17,1,1174.500,916.500,2.828,1.128,1.128,0.000,1.414,1174,916,135.000,1.000
18,1,827.500,959.500,2.828,1.128,1.128,0.000,1.414,827,959,135.000,1.000
19,1,815.500,1003.500,2.828,1.128,1.128,0.000,1.414,815,1003,135.000,1.000
20,2,982.500,98.000,4.828,2.257,1.128,90.000,2.236,982,97,116.565,1.000
21,2,262.000,113.500,4.243,2.257,1.128,0.000,2.236,261,113,153.435,1.000
22,2,1040.500,166.000,4.828,2.257,1.128,90.000,2.236,1040,165,116.565,1.000
23,2,1360.500,170.000,4.828,2.257,1.128,90.000,2.236,1360,169,116.565,1.000
24,2,96.500,266.000,4.828,2.257,1.128,90.000,2.236,96,265,116.565,1.000
25,2,1206.000,342.500,4.243,2.257,1.128,0.000,2.236,1205,342,153.435,1.000
26,2,227.000,420.500,4.243,2.257,1.128,0.000,2.236,226,420,153.435,1.000
27,2,321.000,436.500,4.243,2.257,1.128,0.000,2.236,320,436,153.435,1.000
28,2,833.000,445.500,4.243,2.257,1.128,0.000,2.236,832,445,153.435,1.000
29,2,1072.500,461.000,4.828,2.257,1.128,90.000,2.236,1072,460,116.565,1.000
30,2,1196.500,492.000,4.828,2.257,1.128,90.000,2.236,1196,491,116.565,1.000
31,2,848.000,542.500,4.243,2.257,1.128,0.000,2.236,847,542,153.435,1.000
32,2,1157.000,554.500,4.243,2.257,1.128,0.000,2.236,1156,554,153.435,1.000
33,2,616.000,590.000,5.657,2.596,0.981,45.000,2.828,615,591,45.000,1.414
34,2,464.000,602.500,4.243,2.257,1.128,0.000,2.236,463,602,153.435,1.000
35,2,160.000,722.500,4.243,2.257,1.128,0.000,2.236,159,722,153.435,1.000
36,2,974.500,749.000,4.828,2.257,1.128,90.000,2.236,974,748,116.565,1.000
37,2,201.500,802.000,4.828,2.257,1.128,90.000,2.236,201,801,116.565,1.000
38,2,905.500,830.000,4.828,2.257,1.128,90.000,2.236,905,829,116.565,1.000
39,2,178.000,874.500,4.243,2.257,1.128,0.000,2.236,177,874,153.435,1.000
40,3,401.833,75.833,5.657,2.365,1.615,45.000,2.828,401,77,45.000,2.000
41,3,1272.167,123.167,5.657,2.365,1.615,45.000,2.828,1271,124,45.000,2.000
42,3,236.167,132.167,5.657,2.365,1.615,45.000,2.828,235,133,45.000,2.000
43,3,837.167,210.833,5.657,2.365,1.615,135.000,2.828,836,210,135.000,2.000
44,3,845.833,218.833,5.657,2.365,1.615,45.000,2.828,845,220,45.000,2.000
45,3,708.833,230.167,5.657,2.365,1.615,135.000,2.828,708,229,135.000,2.000
46,3,1040.833,289.833,5.657,2.365,1.615,45.000,2.828,1040,291,45.000,2.000
47,3,180.833,316.833,5.657,2.365,1.615,45.000,2.828,180,318,45.000,2.000
48,3,120.833,338.167,5.657,2.365,1.615,135.000,2.828,120,337,135.000,2.000
49,3,705.833,381.833,5.657,2.365,1.615,45.000,2.828,705,383,45.000,2.000
50,3,859.833,385.167,5.657,2.365,1.615,135.000,2.828,859,384,135.000,2.000
51,3,1150.167,421.833,5.657,2.365,1.615,135.000,2.828,1149,421,135.000,2.000
52,3,552.167,460.833,5.657,2.365,1.615,135.000,2.828,551,460,135.000,2.000
53,3,1198.833,539.167,5.657,2.365,1.615,135.000,2.828,1198,538,135.000,2.000
54,3,818.833,709.833,5.657,2.365,1.615,45.000,2.828,818,711,45.000,2.000
55,3,1185.833,887.167,5.657,2.365,1.615,135.000,2.828,1185,886,135.000,2.000
56,3,186.833,901.833,5.657,2.365,1.615,45.000,2.828,186,903,45.000,2.000
57,3,72.833,989.167,5.657,2.365,1.615,135.000,2.828,72,988,135.000,2.000
58,3,781.167,989.833,5.657,2.365,1.615,135.000,2.828,780,989,135.000,2.000
