 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,599.500,5.500,2.828,1.128,1.128,0.000,1.414,599,5,135.000,1.000
2,1,749.500,70.500,2.828,1.128,1.128,0.000,1.414,749,70,135.000,1.000
3,1,941.500,106.500,2.828,1.128,1.128,0.000,1.414,941,106,135.000,1.000
4,1,242.500,371.500,2.828,1.128,1.128,0.000,1.414,242,371,135.000,1.000
5,1,304.500,399.500,2.828,1.128,1.128,0.000,1.414,304,399,135.000,1.000
6,1,754.500,604.500,2.828,1.128,1.128,0.000,1.414,754,604,135.000,1.000
7,1,896.500,642.500,2.828,1.128,1.128,0.000,1.414,896,642,135.000,1.000
8,1,725.500,720.500,2.828,1.128,1.128,0.000,1.414,725,720,135.000,1.000
9,1,664.500,746.500,2.828,1.128,1.128,0.000,1.414,664,746,135.000,1.000
10,1,1197.500,850.500,2.828,1.128,1.128,0.000,1.414,1197,850,135.000,1.000
11,1,960.500,985.500,2.828,1.128,1.128,0.000,1.414,960,985,135.000,1.000
12,1,1304.500,988.500,2.828,1.128,1.128,0.000,1.414,1304,988,135.000,1.000
13,2,818.000,89.500,4.243,2.257,1.128,0.000,2.236,817,89,153.435,1.000
14,2,259.500,213.000,4.828,2.257,1.128,90.000,2.236,259,212,116.565,1.000
15,2,83.500,540.000,4.828,2.257,1.128,90.000,2.236,83,539,116.565,1.000
16,2,862.000,677.500,4.243,2.257,1.128,0.000,2.236,861,677,153.435,1.000
17,2,684.000,743.000,5.657,2.596,0.981,135.000,2.828,683,742,135.000,1.414
18,3,1231.500,51.500,6.243,3.385,1.128,0.000,3.162,1230,51,161.565,1.000
19,3,1060.167,88.833,5.657,2.365,1.615,135.000,2.828,1059,88,135.000,2.000
20,3,830.167,210.167,5.657,2.365,1.615,45.000,2.828,829,211,45.000,2.000
21,3,921.833,224.167,5.657,2.365,1.615,135.000,2.828,921,223,135.000,2.000
22,3,311.167,353.167,5.657,2.365,1.615,45.000,2.828,310,354,45.000,2.000
23,3,537.833,386.833,5.657,2.365,1.615,45.000,2.828,537,388,45.000,2.000
24,3,299.167,390.833,5.657,2.365,1.615,135.000,2.828,298,390,135.000,2.000
25,3,1380.167,550.833,5.657,2.365,1.615,135.000,2.828,1379,550,135.000,2.000
26,3,1149.167,599.167,5.657,2.365,1.615,45.000,2.828,1148,600,45.000,2.000
27,3,554.500,755.500,6.828,3.385,1.128,90.000,3.162,554,754,108.435,1.000
28,3,833.167,797.167,5.657,2.365,1.615,45.000,2.828,832,798,45.000,2.000
29,3,829.833,849.833,5.657,2.365,1.615,45.000,2.828,829,851,45.000,2.000
30,3,1156.833,873.833,5.657,2.365,1.615,45.000,2.828,1156,875,45.000,2.000
31,3,1237.833,1031.167,5.657,2.365,1.615,135.000,2.828,1237,1030,135.000,2.000
32,4,691.000,57.000,5.657,2.257,2.257,0.000,2.828,690,56,135.000,2.000
33,4,176.000,99.000,5.657,2.257,2.257,0.000,2.828,175,98,135.000,2.000
34,4,705.000,116.000,5.657,2.257,2.257,0.000,2.828,704,115,135.000,2.000
35,4,1206.000,171.000,5.657,2.257,2.257,0.000,2.828,1205,170,135.000,2.000
36,4,755.000,177.000,5.657,2.257,2.257,0.000,2.828,754,176,135.000,2.000
37,4,96.000,180.000,5.657,2.257,2.257,0.000,2.828,95,179,135.000,2.000
38,4,109.500,405.250,7.071,2.734,1.863,0.000,3.162,108,405,161.565,2.000
39,4,1074.500,418.250,7.071,2.734,1.863,0.000,3.162,1073,418,161.565,2.000
40,4,434.000,505.000,5.657,2.257,2.257,0.000,2.828,433,504,135.000,2.000
41,4,792.000,511.000,5.657,2.257,2.257,0.000,2.828,791,510,135.000,2.000
42,4,1336.500,521.250,7.071,2.734,1.863,0.000,3.162,1335,521,161.565,2.000
43,4,654.500,529.000,7.071,3.216,1.583,31.717,3.606,653,530,33.690,2.000
44,4,1067.000,594.000,5.657,2.257,2.257,0.000,2.828,1066,593,135.000,2.000
45,4,272.250,600.500,7.657,2.734,1.863,90.000,3.162,272,599,108.435,2.000
46,4,830.000,706.000,5.657,2.257,2.257,0.000,2.828,829,705,135.000,2.000
47,4,1135.000,710.000,5.657,2.257,2.257,0.000,2.828,1134,709,135.000,2.000
48,4,729.750,827.500,7.657,2.734,1.863,90.000,3.162,729,826,108.435,2.000
49,4,182.500,829.000,7.071,3.216,1.583,31.717,3.606,181,830,33.690,2.000
50,4,893.000,852.500,7.657,3.216,1.583,58.283,3.606,892,854,56.310,2.000
51,4,699.500,874.250,7.071,2.734,1.863,0.000,3.162,698,874,161.565,2.000
52,4,1089.000,956.000,5.657,2.257,2.257,0.000,2.828,1088,955,135.000,2.000
