 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,168.500,290.500,2.828,1.128,1.128,0.000,1.414,168,290,135.000,1.000
2,1,280.500,463.500,2.828,1.128,1.128,0.000,1.414,280,463,135.000,1.000
3,2,260.500,337.000,4.828,2.257,1.128,90.000,2.236,260,336,116.565,1.000
4,3,1193.167,593.833,5.657,2.365,1.615,135.000,2.828,1192,593,135.000,2.000
5,3,383.500,934.833,7.071,3.213,1.189,28.155,3.606,382,936,33.690,1.789
6,3,662.833,948.167,5.657,2.365,1.615,135.000,2.828,662,947,135.000,2.000
7,4,1362.000,2.000,5.657,2.257,2.257,0.000,2.828,1361,1,135.000,2.000
8,4,531.500,163.000,7.071,3.216,1.583,148.283,3.606,530,162,146.310,2.000
9,4,458.000,429.000,5.657,2.257,2.257,0.000,2.828,457,428,135.000,2.000
10,4,1384.000,647.000,5.657,2.257,2.257,0.000,2.828,1383,646,135.000,2.000
11,5,607.300,120.900,7.071,3.144,2.025,18.435,3.606,606,122,33.690,2.000
12,5,122.700,362.900,7.657,3.144,2.025,161.565,3.606,121,362,146.310,2.000
13,6,425.000,145.500,7.657,3.385,2.257,90.000,3.606,424,144,123.690,2.000
14,6,289.833,418.667,9.071,2.930,2.607,26.565,3.606,288,418,146.310,3.000
15,7,1208.500,60.214,9.071,3.086,2.888,0.000,3.606,1207,59,123.690,3.000
16,7,184.786,158.500,9.071,3.086,2.888,90.000,3.606,184,157,123.690,3.000
17,7,428.500,357.214,9.071,3.086,2.888,0.000,3.606,427,356,123.690,3.000
18,7,362.500,479.214,9.071,3.086,2.888,0.000,3.606,361,478,123.690,3.000
19,7,519.500,640.786,9.071,3.086,2.888,0.000,3.606,519,639,123.690,3.000
20,8,914.625,130.625,9.071,3.538,2.879,45.000,4.243,913,132,45.000,3.000
21,8,967.375,582.375,9.071,3.538,2.879,45.000,4.243,966,584,45.000,3.000
22,9,71.500,81.500,9.657,3.385,3.385,0.000,4.243,70,80,135.000,3.000
23,9,408.500,958.500,9.657,3.385,3.385,0.000,4.243,407,957,135.000,3.000
24,10,410.000,197.500,10.485,4.444,2.865,153.435,5.000,408,196,143.130,3.000
25,10,79.800,665.200,11.314,3.975,3.203,135.000,4.472,79,663,116.565,3.536
26,10,177.800,779.200,11.314,3.975,3.203,135.000,4.472,177,777,116.565,3.536
27,11,1067.864,456.409,11.071,4.384,3.195,15.071,5.000,1066,458,36.870,3.000
28,11,653.318,458.318,11.899,3.807,3.678,45.002,4.472,653,456,116.565,4.000
29,11,1179.864,474.591,11.071,4.384,3.195,164.929,5.000,1178,473,143.130,3.000
30,12,558.833,539.250,11.899,4.164,3.669,19.805,5.000,557,541,36.870,4.000
31,12,766.083,802.750,11.899,4.424,3.453,32.067,5.000,764,804,36.870,4.000
32,13,1099.115,593.115,11.899,4.380,3.779,135.000,5.000,1098,591,126.870,4.000
33,13,647.115,611.115,11.899,4.380,3.779,135.000,5.000,646,609,126.870,4.000
34,13,366.885,844.115,11.899,4.380,3.779,45.000,5.000,365,846,36.870,4.000
35,13,426.115,1015.885,11.899,4.380,3.779,45.000,5.000,424,1017,36.870,4.000
36,14,966.000,951.000,12.485,4.849,3.676,45.000,5.657,964,953,45.000,4.000
37,14,19.786,987.000,12.485,4.264,4.181,90.000,5.000,18,985,126.870,4.000
38,16,807.062,426.250,13.899,5.015,4.062,62.010,5.831,806,429,59.036,4.000
39,17,91.088,74.618,13.899,5.229,4.140,105.172,5.831,90,72,120.964,4.000
40,17,209.147,215.500,14.142,4.755,4.552,90.000,5.385,208,213,111.801,4.950
41,18,41.278,424.667,15.314,5.708,4.015,35.249,6.403,39,427,38.660,4.743
42,18,652.389,904.222,14.728,5.088,4.504,25.406,5.831,650,906,30.964,4.950
43,19,361.342,437.342,14.728,5.301,4.564,45.001,5.831,359,439,30.964,4.950
44,19,980.553,701.711,15.314,5.294,4.569,14.789,5.831,978,700,149.036,5.000
45,22,17.818,292.545,16.728,5.700,4.914,144.286,6.403,16,290,128.660,5.000
46,22,1250.182,408.818,17.556,6.099,4.593,45.000,6.708,1247,410,26.565,5.367
47,22,1006.864,990.136,16.971,5.484,5.107,135.000,6.325,1006,987,108.435,5.657
48,23,303.891,390.717,16.728,6.015,4.869,170.444,6.708,301,389,153.435,5.000
49,23,1346.109,949.152,16.728,5.993,4.886,13.466,6.708,1343,950,26.565,5.000
50,24,227.292,848.042,17.556,6.116,4.997,132.060,6.708,226,845,116.565,5.657
51,24,1259.167,862.792,18.142,6.336,4.823,133.256,7.211,1256,861,146.310,5.657
52,25,1361.940,433.900,17.556,5.867,5.425,120.964,6.708,1360,431,116.565,5.657
53,25,517.900,512.460,17.314,6.042,5.268,10.870,6.708,515,514,26.565,5.000
54,27,455.759,516.907,18.142,6.033,5.699,146.477,6.708,454,514,116.565,6.000
55,27,359.426,991.352,18.728,7.489,4.590,157.179,8.062,356,989,150.255,5.000
56,28,929.036,79.857,18.728,6.364,5.602,58.449,7.211,927,83,56.310,6.000
57,28,1193.107,228.357,18.971,6.338,5.625,107.393,7.280,1192,225,105.945,6.000
