 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,67.500,56.500,2.828,1.128,1.128,0.000,1.414,67,56,135.000,1.000
2,1,765.500,67.500,2.828,1.128,1.128,0.000,1.414,765,67,135.000,1.000
3,1,829.500,181.500,2.828,1.128,1.128,0.000,1.414,829,181,135.000,1.000
4,1,577.500,203.500,2.828,1.128,1.128,0.000,1.414,577,203,135.000,1.000
5,1,172.500,284.500,2.828,1.128,1.128,0.000,1.414,172,284,135.000,1.000
6,1,1152.500,312.500,2.828,1.128,1.128,0.000,1.414,1152,312,135.000,1.000
7,1,1042.500,319.500,2.828,1.128,1.128,0.000,1.414,1042,319,135.000,1.000
8,1,719.500,344.500,2.828,1.128,1.128,0.000,1.414,719,344,135.000,1.000
9,1,407.500,395.500,2.828,1.128,1.128,0.000,1.414,407,395,135.000,1.000
10,1,415.500,474.500,2.828,1.128,1.128,0.000,1.414,415,474,135.000,1.000
11,1,972.500,524.500,2.828,1.128,1.128,0.000,1.414,972,524,135.000,1.000
12,1,1118.500,788.500,2.828,1.128,1.128,0.000,1.414,1118,788,135.000,1.000
13,1,584.500,851.500,2.828,1.128,1.128,0.000,1.414,584,851,135.000,1.000
14,1,363.500,880.500,2.828,1.128,1.128,0.000,1.414,363,880,135.000,1.000
15,2,1022.500,23.000,4.828,2.257,1.128,90.000,2.236,1022,22,116.565,1.000
16,2,1098.500,60.000,4.828,2.257,1.128,90.000,2.236,1098,59,116.565,1.000
17,2,285.500,107.000,4.828,2.257,1.128,90.000,2.236,285,106,116.565,1.000
18,2,1373.500,161.000,4.828,2.257,1.128,90.000,2.236,1373,160,116.565,1.000
19,2,488.000,166.500,4.243,2.257,1.128,0.000,2.236,487,166,153.435,1.000
20,2,334.000,217.500,4.243,2.257,1.128,0.000,2.236,333,217,153.435,1.000
21,2,104.500,258.000,4.828,2.257,1.128,90.000,2.236,104,257,116.565,1.000
22,2,529.500,264.000,4.828,2.257,1.128,90.000,2.236,529,263,116.565,1.000
23,2,659.000,370.500,4.243,2.257,1.128,0.000,2.236,658,370,153.435,1.000
24,2,466.000,462.500,4.243,2.257,1.128,0.000,2.236,465,462,153.435,1.000
25,2,1278.500,516.000,4.828,2.257,1.128,90.000,2.236,1278,515,116.565,1.000
26,2,1301.500,547.000,4.828,2.257,1.128,90.000,2.236,1301,546,116.565,1.000
27,2,198.500,653.000,4.828,2.257,1.128,90.000,2.236,198,652,116.565,1.000
28,2,432.000,715.500,4.243,2.257,1.128,0.000,2.236,431,715,153.435,1.000
29,2,479.000,722.000,5.657,2.596,0.981,135.000,2.828,478,721,135.000,1.414
30,2,1336.000,735.000,5.657,2.596,0.981,135.000,2.828,1335,734,135.000,1.414
