 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,453.500,241.500,2.828,1.128,1.128,0.000,1.414,453,241,135.000,1.000
2,1,502.500,277.500,2.828,1.128,1.128,0.000,1.414,502,277,135.000,1.000
3,1,95.500,294.500,2.828,1.128,1.128,0.000,1.414,95,294,135.000,1.000
4,1,972.500,322.500,2.828,1.128,1.128,0.000,1.414,972,322,135.000,1.000
5,1,511.500,341.500,2.828,1.128,1.128,0.000,1.414,511,341,135.000,1.000
6,1,852.500,349.500,2.828,1.128,1.128,0.000,1.414,852,349,135.000,1.000
7,1,220.500,439.500,2.828,1.128,1.128,0.000,1.414,220,439,135.000,1.000
8,1,1000.500,470.500,2.828,1.128,1.128,0.000,1.414,1000,470,135.000,1.000
9,1,1387.500,545.500,2.828,1.128,1.128,0.000,1.414,1387,545,135.000,1.000
10,1,1247.500,563.500,2.828,1.128,1.128,0.000,1.414,1247,563,135.000,1.000
11,1,1248.500,574.500,2.828,1.128,1.128,0.000,1.414,1248,574,135.000,1.000
12,1,1272.500,582.500,2.828,1.128,1.128,0.000,1.414,1272,582,135.000,1.000
13,1,1238.500,652.500,2.828,1.128,1.128,0.000,1.414,1238,652,135.000,1.000
14,1,422.500,656.500,2.828,1.128,1.128,0.000,1.414,422,656,135.000,1.000
15,1,1179.500,694.500,2.828,1.128,1.128,0.000,1.414,1179,694,135.000,1.000
16,1,1161.500,771.500,2.828,1.128,1.128,0.000,1.414,1161,771,135.000,1.000
17,1,191.500,819.500,2.828,1.128,1.128,0.000,1.414,191,819,135.000,1.000
18,1,1029.500,907.500,2.828,1.128,1.128,0.000,1.414,1029,907,135.000,1.000
19,1,12.500,912.500,2.828,1.128,1.128,0.000,1.414,12,912,135.000,1.000
20,1,612.500,935.500,2.828,1.128,1.128,0.000,1.414,612,935,135.000,1.000
21,2,45.000,43.500,4.243,2.257,1.128,0.000,2.236,44,43,153.435,1.000
22,2,722.500,111.000,4.828,2.257,1.128,90.000,2.236,722,110,116.565,1.000
23,2,773.000,110.500,4.243,2.257,1.128,0.000,2.236,772,110,153.435,1.000
24,2,469.000,301.500,4.243,2.257,1.128,0.000,2.236,468,301,153.435,1.000
25,2,1256.000,380.500,4.243,2.257,1.128,0.000,2.236,1255,380,153.435,1.000
26,2,574.500,444.000,4.828,2.257,1.128,90.000,2.236,574,443,116.565,1.000
27,2,983.000,457.000,5.657,2.596,0.981,45.000,2.828,982,458,45.000,1.414
28,2,803.500,488.000,4.828,2.257,1.128,90.000,2.236,803,487,116.565,1.000
29,2,138.500,568.000,4.828,2.257,1.128,90.000,2.236,138,567,116.565,1.000
30,2,1274.500,583.000,4.828,2.257,1.128,90.000,2.236,1274,582,116.565,1.000
31,2,880.500,610.000,4.828,2.257,1.128,90.000,2.236,880,609,116.565,1.000
32,2,1004.000,616.500,4.243,2.257,1.128,0.000,2.236,1003,616,153.435,1.000
33,2,442.000,625.500,4.243,2.257,1.128,0.000,2.236,441,625,153.435,1.000
34,2,472.500,694.000,4.828,2.257,1.128,90.000,2.236,472,693,116.565,1.000
35,2,990.000,698.500,4.243,2.257,1.128,0.000,2.236,989,698,153.435,1.000
36,2,575.000,700.500,4.243,2.257,1.128,0.000,2.236,574,700,153.435,1.000
37,2,1249.500,707.000,4.828,2.257,1.128,90.000,2.236,1249,706,116.565,1.000
38,2,706.000,804.500,4.243,2.257,1.128,0.000,2.236,705,804,153.435,1.000
39,2,13.000,817.000,5.657,2.596,0.981,135.000,2.828,12,816,135.000,1.414
40,2,700.000,849.500,4.243,2.257,1.128,0.000,2.236,699,849,153.435,1.000
41,2,445.500,879.000,4.828,2.257,1.128,90.000,2.236,445,878,116.565,1.000
42,2,58.500,950.000,4.828,2.257,1.128,90.000,2.236,58,949,116.565,1.000
43,2,397.000,980.500,4.243,2.257,1.128,0.000,2.236,396,980,153.435,1.000
44,2,238.500,1023.000,4.828,2.257,1.128,90.000,2.236,238,1022,116.565,1.000
