 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,879.500,2.500,2.828,1.128,1.128,0.000,1.414,879,2,135.000,1.000
2,1,716.500,287.500,2.828,1.128,1.128,0.000,1.414,716,287,135.000,1.000
3,1,346.500,322.500,2.828,1.128,1.128,0.000,1.414,346,322,135.000,1.000
4,1,794.500,395.500,2.828,1.128,1.128,0.000,1.414,794,395,135.000,1.000
5,1,339.500,409.500,2.828,1.128,1.128,0.000,1.414,339,409,135.000,1.000
6,1,359.500,612.500,2.828,1.128,1.128,0.000,1.414,359,612,135.000,1.000
7,1,945.500,625.500,2.828,1.128,1.128,0.000,1.414,945,625,135.000,1.000
8,1,795.500,634.500,2.828,1.128,1.128,0.000,1.414,795,634,135.000,1.000
9,1,785.500,718.500,2.828,1.128,1.128,0.000,1.414,785,718,135.000,1.000
10,1,568.500,1013.500,2.828,1.128,1.128,0.000,1.414,568,1013,135.000,1.000
11,2,1054.500,80.000,4.828,2.257,1.128,90.000,2.236,1054,79,116.565,1.000
12,2,14.000,482.500,4.243,2.257,1.128,0.000,2.236,13,482,153.435,1.000
13,2,321.500,570.000,4.828,2.257,1.128,90.000,2.236,321,569,116.565,1.000
14,2,1118.500,582.000,4.828,2.257,1.128,90.000,2.236,1118,581,116.565,1.000
15,2,944.000,639.500,4.243,2.257,1.128,0.000,2.236,943,639,153.435,1.000
16,2,749.500,709.000,4.828,2.257,1.128,90.000,2.236,749,708,116.565,1.000
17,3,351.833,264.167,5.657,2.365,1.615,135.000,2.828,351,263,135.000,2.000
18,3,522.167,335.833,5.657,2.365,1.615,135.000,2.828,521,335,135.000,2.000
19,3,779.167,721.167,5.657,2.365,1.615,45.000,2.828,778,722,45.000,2.000
20,3,512.167,744.167,5.657,2.365,1.615,45.000,2.828,511,745,45.000,2.000
21,3,356.833,1012.833,5.657,2.365,1.615,45.000,2.828,356,1014,45.000,2.000
22,4,190.000,28.000,5.657,2.257,2.257,0.000,2.828,189,27,135.000,2.000
23,4,145.000,87.000,5.657,2.257,2.257,0.000,2.828,144,86,135.000,2.000
24,4,8.750,182.500,7.657,2.734,1.863,90.000,3.162,8,181,108.435,2.000
25,4,1147.000,435.000,5.657,2.257,2.257,0.000,2.828,1146,434,135.000,2.000
26,4,189.000,453.000,5.657,2.257,2.257,0.000,2.828,188,452,135.000,2.000
27,4,681.250,490.500,7.657,2.734,1.863,90.000,3.162,681,489,108.435,2.000
28,4,570.000,588.000,5.657,2.257,2.257,0.000,2.828,569,587,135.000,2.000
29,4,707.000,627.000,5.657,2.257,2.257,0.000,2.828,706,626,135.000,2.000
30,4,955.000,707.000,5.657,2.257,2.257,0.000,2.828,954,706,135.000,2.000
31,4,281.000,723.000,5.657,2.257,2.257,0.000,2.828,280,722,135.000,2.000
32,4,859.000,841.000,5.657,2.257,2.257,0.000,2.828,858,840,135.000,2.000
33,5,356.300,413.500,8.485,3.086,2.063,34.099,3.606,355,415,33.690,2.683
34,5,118.300,421.100,7.071,3.144,2.025,161.565,3.606,117,420,146.310,2.000
35,5,569.300,490.100,7.071,3.144,2.025,161.565,3.606,568,489,146.310,2.000
36,5,673.700,500.900,7.657,3.144,2.025,161.565,3.606,672,500,146.310,2.000
37,5,1176.300,501.500,8.485,3.086,2.063,34.099,3.606,1175,503,33.690,2.683
38,5,126.700,838.900,7.657,3.144,2.025,161.565,3.606,125,838,146.310,2.000
39,5,315.700,905.100,7.657,3.144,2.025,18.435,3.606,314,906,33.690,2.000
40,6,664.500,26.667,8.485,3.718,2.055,36.870,4.243,663,28,45.000,2.683
41,6,428.833,410.333,9.071,2.930,2.607,153.435,3.606,428,409,123.690,3.000
42,6,1068.000,573.500,7.657,3.385,2.257,90.000,3.606,1067,572,123.690,2.000
43,6,36.333,670.667,8.485,3.140,2.433,45.000,3.606,35,672,33.690,2.828
44,6,1255.500,673.000,7.657,3.385,2.257,0.000,3.606,1254,672,146.310,2.000
45,6,955.500,766.000,7.657,3.385,2.257,0.000,3.606,954,765,146.310,2.000
46,6,847.000,826.000,9.657,3.988,1.916,71.565,4.472,846,828,63.435,2.000
47,6,874.833,956.000,9.657,3.718,2.055,90.000,4.123,874,954,104.036,2.000
48,6,864.333,975.667,8.485,3.140,2.433,45.000,3.606,863,977,33.690,2.828
49,7,1195.214,240.500,8.485,3.086,2.888,90.000,3.606,1194,239,123.690,3.000
50,7,357.214,276.500,8.485,3.086,2.888,90.000,3.606,356,275,123.690,3.000
51,7,400.786,290.500,9.071,3.086,2.888,90.000,3.606,400,289,123.690,3.000
52,7,720.071,420.786,9.899,3.855,2.312,30.964,4.472,718,422,26.565,2.828
53,7,335.071,574.786,9.899,3.855,2.312,30.964,4.472,333,576,26.565,2.828
54,7,1027.500,621.786,9.071,3.086,2.888,0.000,3.606,1027,620,123.690,3.000
55,7,162.500,937.214,9.071,3.086,2.888,0.000,3.606,161,936,123.690,3.000
56,7,504.500,1010.786,9.071,3.086,2.888,0.000,3.606,504,1009,123.690,3.000
57,8,366.625,28.625,9.071,3.538,2.879,45.000,4.243,365,30,45.000,3.000
58,8,1357.375,96.625,9.071,3.538,2.879,135.000,4.243,1356,95,135.000,3.000
59,8,662.625,346.625,9.071,3.538,2.879,45.000,4.243,661,348,45.000,3.000
60,8,746.250,388.625,10.485,4.444,2.292,35.355,5.000,744,390,36.870,2.828
61,8,1148.000,420.500,9.899,3.489,2.919,0.000,4.123,1146,420,165.964,3.000
62,8,602.625,452.625,9.071,3.538,2.879,45.000,4.243,601,454,45.000,3.000
63,8,367.375,474.375,9.071,3.538,2.879,45.000,4.243,366,476,45.000,3.000
64,8,38.625,553.625,9.071,3.538,2.879,45.000,4.243,37,555,45.000,3.000
65,8,31.375,645.625,9.071,3.538,2.879,135.000,4.243,30,644,135.000,3.000
66,8,1385.625,751.375,9.071,3.538,2.879,135.000,4.243,1384,750,135.000,3.000
67,8,665.625,894.375,9.071,3.538,2.879,135.000,4.243,664,893,135.000,3.000
68,9,912.500,132.500,9.657,3.385,3.385,0.000,4.243,911,131,135.000,3.000
69,9,13.500,397.500,9.657,3.385,3.385,0.000,4.243,12,396,135.000,3.000
70,9,273.500,406.500,9.657,3.385,3.385,0.000,4.243,272,405,135.000,3.000
71,9,151.833,556.389,9.899,3.919,2.924,159.699,4.472,150,555,153.435,3.000
72,9,947.389,613.167,10.485,3.919,2.924,69.699,4.472,946,615,63.435,3.000
73,9,885.500,960.500,9.657,3.385,3.385,0.000,4.243,884,959,135.000,3.000
74,9,477.500,1030.500,9.657,3.385,3.385,0.000,4.243,476,1029,135.000,3.000
75,10,280.800,323.200,11.314,3.975,3.203,135.000,4.472,280,321,116.565,3.536
76,10,791.000,396.000,11.314,4.093,3.111,161.565,4.472,790,394,116.565,3.578
77,10,380.200,503.800,11.314,3.975,3.203,135.000,4.472,379,502,116.565,3.536
78,10,1106.500,704.000,10.485,4.444,2.865,63.435,5.000,1105,706,53.130,3.000
79,10,418.000,752.300,10.485,4.111,3.097,2.596E-14,4.472,416,751,153.435,3.000
80,10,720.300,847.500,11.071,3.966,3.210,0.000,4.472,718,847,153.435,3.000
81,11,221.955,54.682,11.899,4.507,3.107,41.028,5.000,220,56,36.870,3.536
82,11,688.682,874.227,11.899,4.009,3.494,50.310,5.000,687,876,36.870,4.000
83,11,1276.864,1007.591,11.071,4.384,3.195,164.929,5.000,1275,1006,143.130,3.000
84,11,984.591,1009.136,11.071,4.384,3.195,74.929,5.000,983,1011,53.130,3.000
85,12,1062.000,219.000,11.314,3.909,3.909,0.000,4.472,1061,217,116.565,4.000
86,12,899.417,943.167,12.485,4.314,3.542,55.278,5.000,897,944,36.870,4.000
87,12,1270.333,1010.667,15.899,6.386,2.392,7.267,6.708,1267,1012,26.565,3.000
88,12,722.083,1014.750,11.899,4.424,3.453,32.067,5.000,720,1016,36.870,4.000
89,12,483.667,1021.417,12.485,4.911,3.111,9.417,5.385,481,1022,21.801,3.000
90,13,1014.115,934.115,11.899,4.380,3.779,135.000,5.000,1013,932,126.870,4.000
91,15,448.433,423.900,13.314,4.973,3.841,9.462,5.385,446,423,158.199,4.000
92,16,166.312,53.000,13.314,5.285,3.855,159.615,5.831,164,51,149.036,4.000
93,16,1049.188,162.438,13.899,5.325,3.826,71.565,5.831,1048,165,59.036,4.000
94,16,513.188,996.438,13.899,5.325,3.826,71.565,5.831,512,999,59.036,4.000
95,17,202.265,295.618,14.728,5.886,3.677,50.767,6.403,200,298,38.660,4.243
96,17,385.794,317.206,14.728,5.201,4.162,135.000,5.831,384,315,120.964,4.919
97,17,356.382,343.382,15.899,5.997,3.610,85.122,6.325,356,340,108.435,4.000
98,17,893.853,380.735,14.728,5.335,4.057,55.991,5.831,891,382,30.964,4.715
99,17,353.735,615.559,14.485,5.377,4.025,97.132,5.831,352,613,120.964,4.000
