 ,Area,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1,1298.500,47.500,2.828,1.128,1.128,0.000,1.414,1298,47,135.000,1.000
2,1,540.500,261.500,2.828,1.128,1.128,0.000,1.414,540,261,135.000,1.000
3,1,145.500,299.500,2.828,1.128,1.128,0.000,1.414,145,299,135.000,1.000
4,1,860.500,381.500,2.828,1.128,1.128,0.000,1.414,860,381,135.000,1.000
5,1,349.500,412.500,2.828,1.128,1.128,0.000,1.414,349,412,135.000,1.000
6,1,494.500,415.500,2.828,1.128,1.128,0.000,1.414,494,415,135.000,1.000
7,1,478.500,435.500,2.828,1.128,1.128,0.000,1.414,478,435,135.000,1.000
8,1,568.500,439.500,2.828,1.128,1.128,0.000,1.414,568,439,135.000,1.000
9,1,424.500,647.500,2.828,1.128,1.128,0.000,1.414,424,647,135.000,1.000
10,1,1354.500,762.500,2.828,1.128,1.128,0.000,1.414,1354,762,135.000,1.000
11,1,401.500,789.500,2.828,1.128,1.128,0.000,1.414,401,789,135.000,1.000
12,1,1173.500,836.500,2.828,1.128,1.128,0.000,1.414,1173,836,135.000,1.000
13,1,365.500,870.500,2.828,1.128,1.128,0.000,1.414,365,870,135.000,1.000
14,1,805.500,892.500,2.828,1.128,1.128,0.000,1.414,805,892,135.000,1.000
15,1,805.500,894.500,2.828,1.128,1.128,0.000,1.414,805,894,135.000,1.000
16,1,418.500,973.500,2.828,1.128,1.128,0.000,1.414,418,973,135.000,1.000
17,1,1033.500,981.500,2.828,1.128,1.128,0.000,1.414,1033,981,135.000,1.000
18,2,167.500,56.000,4.828,2.257,1.128,90.000,2.236,167,55,116.565,1.000
19,2,84.000,189.000,5.657,2.596,0.981,135.000,2.828,83,188,135.000,1.414
20,2,858.500,383.000,4.828,2.257,1.128,90.000,2.236,858,382,116.565,1.000
21,2,863.500,444.000,4.828,2.257,1.128,90.000,2.236,863,443,116.565,1.000
22,2,469.500,457.000,4.828,2.257,1.128,90.000,2.236,469,456,116.565,1.000
23,2,591.000,652.000,5.657,2.596,0.981,135.000,2.828,590,651,135.000,1.414
24,2,343.000,735.500,4.243,2.257,1.128,0.000,2.236,342,735,153.435,1.000
25,2,726.000,753.500,4.243,2.257,1.128,0.000,2.236,725,753,153.435,1.000
26,2,733.500,773.000,4.828,2.257,1.128,90.000,2.236,733,772,116.565,1.000
27,2,822.000,910.500,4.243,2.257,1.128,0.000,2.236,821,910,153.435,1.000
28,2,716.500,1018.000,4.828,2.257,1.128,90.000,2.236,716,1017,116.565,1.000
29,3,1078.833,80.167,5.657,2.365,1.615,135.000,2.828,1078,79,135.000,2.000
30,3,1336.167,246.167,5.657,2.365,1.615,45.000,2.828,1335,247,45.000,2.000
31,3,190.833,362.833,5.657,2.365,1.615,45.000,2.828,190,364,45.000,2.000
32,3,879.167,396.833,5.657,2.365,1.615,135.000,2.828,878,396,135.000,2.000
33,3,455.833,554.167,5.657,2.365,1.615,135.000,2.828,455,553,135.000,2.000
34,3,1173.833,601.833,5.657,2.365,1.615,45.000,2.828,1173,603,45.000,2.000
35,3,889.167,658.167,5.657,2.365,1.615,45.000,2.828,888,659,45.000,2.000
36,3,1209.167,741.167,5.657,2.365,1.615,45.000,2.828,1208,742,45.000,2.000
37,3,1196.833,771.167,5.657,2.365,1.615,135.000,2.828,1196,770,135.000,2.000
38,3,834.167,815.167,5.657,2.365,1.615,45.000,2.828,833,816,45.000,2.000
39,3,916.167,920.167,5.657,2.365,1.615,45.000,2.828,915,921,45.000,2.000
40,4,1310.000,18.000,5.657,2.257,2.257,0.000,2.828,1309,17,135.000,2.000
41,4,784.250,286.250,7.657,3.192,1.596,108.435,3.606,783,285,123.690,2.000
42,4,271.000,391.000,5.657,2.257,2.257,0.000,2.828,270,390,135.000,2.000
43,4,1314.750,486.500,7.657,2.734,1.863,90.000,3.162,1314,485,108.435,2.000
44,4,900.000,568.000,5.657,2.257,2.257,0.000,2.828,899,567,135.000,2.000
45,4,1187.000,614.500,7.657,3.216,1.583,58.283,3.606,1186,616,56.310,2.000
46,4,1180.000,632.000,5.657,2.257,2.257,0.000,2.828,1179,631,135.000,2.000
47,4,366.500,664.250,7.071,2.734,1.863,0.000,3.162,365,664,161.565,2.000
48,4,328.250,722.500,7.657,2.734,1.863,90.000,3.162,328,721,108.435,2.000
49,4,993.000,777.000,5.657,2.257,2.257,0.000,2.828,992,776,135.000,2.000
50,4,1081.500,825.250,7.071,2.734,1.863,0.000,3.162,1080,825,161.565,2.000
51,4,804.750,885.500,7.657,2.734,1.863,90.000,3.162,804,884,108.435,2.000
