 ,Area,StdDev,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Slice
1,36,13.322,357,401,470.556,693.639,470.608,693.637,21.556,7.826,5.857,43.361,18
2,28,6.455,449,474,481.429,699.571,481.444,699.579,22.971,8.786,4.058,114.189,19
3,71,11.768,518,564,845.430,798.303,845.445,798.338,31.213,11.159,8.101,120.314,19
4,1,0.000,457,457,865.500,822.500,865.500,822.500,2.828,1.128,1.128,0.000,19
5,54,15.846,482,541,842.500,823.315,842.547,823.248,29.799,11.697,5.878,54.131,20
6,58,16.368,457,519,842.000,830.741,841.972,830.660,32.627,13.641,5.414,126.178,21
7,23,12.135,398,441,882.587,799.543,882.556,799.561,17.314,5.802,5.048,69.082,22
8,1,0.000,400,400,1390.500,134.500,1390.500,134.500,2.828,1.128,1.128,0.000,23
9,64,17.312,509,577,870.844,809.938,870.793,809.929,28.971,10.374,7.855,163.118,23
10,6,9.948,299,322,771.000,709.500,771.001,709.524,7.657,3.385,2.257,90.000,24
11,104,26.183,420,519,881.942,800.721,881.814,800.740,37.213,12.692,10.433,150.364,24
12,29,16.830,377,439,779.500,717.845,779.511,717.907,20.971,7.199,5.129,121.432,25
13,101,30.225,426,537,883.431,800.797,883.296,800.790,37.456,13.444,9.565,137.170,25
14,9,6.782,470,491,866.500,827.722,866.498,827.708,12.485,4.295,2.668,90.000,25
15,1,0.000,334,334,755.500,717.500,755.500,717.500,2.828,1.128,1.128,0.000,26
16,92,16.487,484,543,874.587,800.783,874.532,800.812,36.042,12.677,9.240,122.147,26
17,27,13.642,390,435,876.796,832.019,876.756,831.979,18.142,7.121,4.828,134.333,26
18,1,0.000,265,265,888.500,785.500,888.500,785.500,2.828,1.128,1.128,0.000,27
19,105,20.763,524,604,872.490,805.214,872.438,805.259,37.456,12.536,10.664,109.074,27
20,9,4.076,506,517,864.500,826.500,864.500,826.495,9.657,3.385,3.385,0.000,27
21,28,15.061,437,489,874.214,832.393,874.186,832.351,18.971,6.706,5.316,116.007,27
22,6,8.944,267,291,887.333,788.333,887.317,788.340,8.485,3.140,2.433,135.000,28
23,83,11.770,544,593,865.030,809.199,865.013,809.233,38.042,10.767,9.815,110.266,28
24,23,14.147,463,509,869.109,831.891,869.075,831.853,17.556,7.290,4.017,135.000,28
25,105,19.889,498,582,874.862,807.052,874.793,807.062,40.870,14.287,9.357,128.968,29
26,37,15.800,449,509,869.662,833.716,869.635,833.670,22.385,7.557,6.234,110.747,29
27,73,23.122,459,551,877.925,813.856,877.798,813.855,34.870,12.630,7.359,171.488,30
28,16,10.163,422,456,871.812,840.375,871.800,840.356,14.728,4.683,4.350,29.233,30
29,74,18.236,445,511,882.311,817.162,882.245,817.174,30.627,10.448,9.018,79.873,31
30,5,3.701,435,444,868.300,838.900,868.298,838.897,7.071,3.144,2.025,18.435,31
31,80,18.524,424,498,883.000,811.087,882.915,811.112,34.142,11.259,9.047,168.738,32
32,32,15.911,376,435,880.781,839.562,880.699,839.504,26.385,10.019,4.067,143.019,32
33,55,11.734,456,500,879.027,812.136,878.976,812.147,36.284,9.718,7.206,147.973,33
34,15,10.796,342,378,882.967,845.167,882.957,845.141,13.899,5.157,3.703,58.147,33
35,6,7.714,445,465,884.667,815.667,884.656,815.665,8.485,3.140,2.433,135.000,34
36,23,7.698,492,517,877.674,816.935,877.647,816.932,18.728,7.373,3.972,174.073,34
37,15,10.325,338,374,872.367,850.367,872.382,850.333,14.728,6.597,2.895,45.000,34
38,12,5.581,525,543,636.417,599.583,636.417,599.577,11.899,5.444,2.807,162.007,35
39,5,5.718,307,320,888.900,796.700,888.896,796.708,7.657,3.144,2.025,108.435,35
40,31,14.312,460,512,878.145,826.210,878.105,826.155,23.556,10.465,3.772,118.619,35
41,3,3.512,535,542,637.833,597.167,637.834,597.165,5.657,2.365,1.615,135.000,36
42,8,6.089,527,546,643.250,598.250,643.248,598.243,10.485,3.797,2.682,7.018,36
43,17,5.887,468,486,876.618,825.382,876.604,825.376,15.314,6.367,3.399,135.000,36
44,26,8.305,460,490,877.038,824.385,877.009,824.387,22.971,6.848,4.834,5.660,37
45,5,3.347,441,449,842.900,821.300,842.898,821.305,7.657,3.144,2.025,71.565,47
46,15,5.055,429,445,829.900,834.100,829.899,834.092,13.071,4.659,4.099,135.000,57
47,8,2.550,430,437,830.125,834.250,830.128,834.247,10.485,4.044,2.519,19.330,58
48,17,3.999,439,451,832.147,831.500,832.145,831.493,14.142,4.755,4.552,90.000,59
49,10,3.281,452,462,831.900,828.300,831.902,828.296,11.899,4.495,2.833,49.065,60
